#word,meaning,option1,option2,option3
anxious,渴望,要求,向往,出乎预料
ridiculous,荒唐,操切,耐烦,粗心
reception,接收,免费,解散,免职
akin,类似,例如,相似,正如
combination,化和,互通,并联,生效
absorption,吸收,散发,招收,发出
disastrous,损失惨重,远方,堂(表)姐妹,失望
conspiracy,阴谋,对眼,大煞风景,大失所望
conclusive,最后,阅世,开端,结果
smelting,冶炼,(美)玉米,目的,挤满
propulsion,推进,兴奋,施加,激励
deign,屈尊,帽子(一般指有边的帽子),男青年,肩负
enclose,装入,栓,卷入,扣
contemporary,当代,中世纪,时代,同时代
edifice,宏伟的建筑物,计算,各人,翼
supplementary,补充,加油,增值,加宽
souvenir,纪念品,奖品,禁品,植物
mansion,大厦,大楼,茅舍,宫殿
afflict,（外来到）折磨,舒适,客人们,为…辩解
homogeneous,同类,省级,性别,初级
portraitist,肖像画家,散发气味,教育,税
contaminate,弄脏,带动,激动,动摇
achievement,成就,颁行,迟误,举行
relaxed,不拘束的,冒险,(给某人)吃早餐,问候
tense,紧张,不满,对得起,安然
accommodate,为提供食宿,固定在某位置的人(或物),中间,口哨
glare,闪耀,衍射,发光,散射
gem,宝石,财宝,废气,文物
entitle,取名叫,比喻,安步当车,所谓
carver,雕刻匠,组织者,冲洗法,安宁
demonstration,实证,光源,证据,依据
seclusion,独处,登门,借助,外交
inhabit,居住于,航线,沮丧,象袜子一样的东西
fringe,边缘,全国性,兼容性,中性
adjust,调整,调拨,调制,调度
upscale,高消费阶层的,革命党人,不能,黑(色)
lawsuit,诉讼(尤指非刑事案件),地方,小冲突,扫视
beam,木结构大梁,破坏,故障,姿势
colleague,同事,包工,蹲点,上班
motif,（作品）主题,古典,原理,语法
splendor,壮丽,破旧,娇媚,美丽
founder,创建者,领事,议长,名人
basement,地下室,教室,更衣室,厕所
dispersal,疏散,扩散,不欢而散,密集
gust,一阵强风,只...),叫,名次
tadpole,蝌蚪,蟾蜍,白花蛇,毒蛇
vacant,空的,教授,压缩,各
wrist,手腕,毒计,暗箭,把戏
annihilate,消灭,杜绝,复苏,毁灭
tumble,平脚杯,注意力,褐色,勤劳
suspicion,怀疑,确信,自信,同意
herd,把…赶在一起放牧,不然,嗯,…的理由
striking,醒目,潜在,非法,隐约
counterpart,相似的人或物,下划线,油,非直接的
academician,院士,学位,队长,阶层
formal,形式,平衡,时态,地理
optimum,最适宜的,奇特,(药方上的)用法说明,责备
speck,斑点,疤痕,笔迹,裂纹
dreadfully,可怕,紧张,可笑,广博
lethargy,昏睡,筹款,调治,起来
avid,热心,冷淡,大方,慷慨
heighten,加深,抓紧,增进,减弱
rhythmic,有节奏的,未能,部分时间的(地),木乃伊
performance,表演,人工流产,跑龙套,接生
outspoken,坦率直言,咽口水,路程,桥牌
jeweler,宝石商,致力于,个别,编织法
paralysis,瘫痪,狂热,麻木,发狂
temperance,禁酒,侦探,调查,禁止
crippling,令人震惊,在心中,耙,描述
venomous,有毒,纸烟,白砒,大麻
harness,利用（河流、瀑布等）产生动力,好奇,精液,…岁
continuity,(时间或空间的)连续性,(儿童)游乐场,管理人,脸蛋
fragile,脆弱,百折不挠,聪明,安分守己
definite,清楚,知悉,洞察,挂念
stick,粘住,糊,擦澡,拆卸
decoration,装饰,制造,安设,酿造
underlie,位于...之下,每日,湖水,七分之一
complex,综合体,助手,引进,抵制
prominence,显著,暧昧,隐约,合法
crab,蟹,助手,响声,削
circle,圆周,拱形,扁圆,平坦
psychoanalysis,心理分析,总计,条件,卓越
retailer,零售商,将军,商人,客人
campaign,(政治或商业性)活动,叉,集合,旧的
torrent,连发,率先,连续,每每
infiltrate,使透过,堵车,不通,交界
malfunction,故障,漏洞,心得,偏差
raucous,喧嚣,拥挤,萧条,凋敝
application,申请,报到,报考,备案
pyramid,金字塔,草坪,园艺,亭子
seaport,海港,管理站,变电站,军港
synchronize,同步,不知不觉,不得不,个别
haul,拉,独奏,弹琴,舞蹈
resident,居民,华裔,市民,同胞
illustration,例证,先例,风暴,暴乱
slightly,些微,纯粹,比较,一定
deformation,变形,驱散,转移,转向
pine,松树,丛林,白杨,枞树
milestone,里程碑,岸标,匾额,微软
slavish,盲从,违心,违反,触犯
patriarch,家长,保护者,叔父,伯伯
yelp,狗吠,非同一的,私人,任务
valve,活门,绷簧,活塞,皮带
communal,公社,有节奏地敲击,手袋,必然
bilateral,有两面的,单方面,波段,世界
loosen,解开,松开,涂抹,安全带
folly,愚蠢,不懈,胆小,大胆
stardom,明星的身份或地位,第七,渴望,图书馆馆长
subdiscipline,（学科的）分支,分派,划分,人均
automated,自动,鄙陋,滑溜,纤巧
interior,内部（的）,仁慈,抱怨,一串
specified,特定,第一流,独树一帜,专门
finch,雀类,成就,爆炸,先生(法语)
stilt,高跷,发觉,离开,鞠躬
apologize,道歉,让步,报国,道谢
limestone,石灰石,页岩,暗礁,板岩
sectional,部分,大多数,旺盛,对偶
orientation,介绍性指导,注视,多小山的,拖
comet,彗星,星云,北斗星,伴星
repress,抑制,约束,跨越,限制
inelastic,无弹性的,养育,同事,精液
microscope,显微镜,三棱镜,扫帚,墨镜
multiple,多样,些许,不可估量,丰富多彩
magnitude,光度,体重,份量,负载
electromagnetic,电磁,电流,气体,核电
molecular,分子,队友,议员,读者
generous,大量,冷淡,吝啬,自夸
lithograph,平板印刷,优点,我们自己,达到预期目的
domesticated,驯养,养殖,捕鱼,钓鱼
shell,壳,关上,奖杯,桃子
foggy,雾深,渎职,败子回头,出没
setting,背景,古迹,气象,幻影
incisive,深刻,深入,有意思,细小
fragment,碎片,板结,总体,百孔千疮
spectacularly,引人入胜,广博,可爱,不得人心
seismograph,地震仪,计数器,表尺,气压计
dye,染色,编织,印刷,纺织
feminism,女权运动,野外,繁殖,鼓励
forebear,祖先,子孙,叔叔,世人
intruding,入侵性的,方式,熟悉,摘
relax,（使）松弛,加重,抓紧,衰弱
inpractical,不切实际,适应,巧合,相对
justify,为…辩护,极大,限定,设计规划
secret,秘密,不动声色,官方,明确
fertilize,施肥,废物,痉挛,果汁
transmit,传送,更换,道谢,催促
tasteless,没味道的,院子,脾性,生活
conflicting,相冲突的,毕业,最低,休假
withstand,承受,共享,面临,分享
trapper,设阱捕兽者,优秀,商店,难以办成
inferiority,自卑感,视觉,感情,味道
melody,悦耳的音调,(外、阀)壳,利息,北部
emerging,正在不断出现的,确实,由,专业学生
asset,重要的品质,逃避,支撑物,削减
hem,（衣服或裙子）褶边,地区性,中性,历史性
galaxy,星系,互联网络,广域网,数字网
exorbitant,（价格、索价）过高的,相当,无比,最少
raven,大乌鸦,全部,煤块,技巧
insulation,隔离,失效,互通,并联
adventure,冒险,拼命,挣扎,致力
predominantly,主要,难得,中心,敝
turnpike,公路,索道,路边,胡同
abort,中止计划（任务）,枯躁,推理,大楼
oriental,亚洲,草地,沼泽,内陆
beard,胡须,骨头,眉毛,头盖骨
freighter,货车,船只,班车,公共汽车
luxurious,奢侈,怠惰,小心,不辞辛苦
clip,修剪,切片,裁剪,劈开
romote,遥远,效率,半天,通宵
dripstone,滴水石,花样,睡觉,一出喜剧
proper,恰当,不违农时,白白,可身
tycoon,大企业家,名人,鲁迅,达尔文
hump,峰,多样化,捆,字母
discipline,学科,哲学,解剖学,政治学
autonomous,自治,代理,办理,治安
dwelling,住处,终点,网址,基地
scarcely,几乎不,口信,致敬,放大
weaver,织布者,敬意,服务,联想
earthenware,土器,食槽,警报器,雷达
renovate,修理,研制,保修,采制
sinuous,蜿蜒,并且,白色,建筑式样或风格
adopt,收养,抚养,抱养,服务
bean,豆子,黄瓜,大豆,西红柿
postcard,明信片,便函,传真,电报
probe,调查,侦查,不准,追查
excavation,挖掘,折断,堵塞,撕裂
dogma,教条,灵活性,对答如流,愚笨
typical,有代表性,迟钝,(猪、牛、羊等的)肉,印象
diverse,不同,相反,大同小异,相似
potentiality,潜能,实力,抵抗力,一臂之力
inflexible,坚定,薄弱,不在乎,断然
flash,闪光,散射,发亮,衍射
nonconformist,不遵照传统生活的（人）,女职员,收集,可能
odorless,无嗅,(尤指用沙纸)磨光,兵力,代…致意
dimensional,空间,太空,城郊,大方
prevailing,流行,传说,谣传,遗传
string,细绳,绑腿,松紧带,链子
currency,通货,辅币,花边,钞票
below,在…下面,妥协,聊天,可以
improvision,即席创作,抽水机,详述,(肉体或内心的)痛苦
disorganize,扰乱,困扰,阻挡,顶撞
constantly,不断,连接,原来,时刻
hesitate,犹豫,急忙,无法,不得已
barge,驳船,渡轮,方舟,巨轮
pollination,授粉,哺养,推出,宰杀
blend,混合,交叉,传输,不胫而走
ultimate,最终,经历,内部,病历
miracle,奇迹,保证,莫非,忽然
rancher,牧场工人,必须,厚,用蒸汽开动
capillary,毛细管,动脉弓,脉搏,静脉
dissolve,使溶解,怀疑,一定要,第十一(个)
repetition,重复,接着,即将,正值
blunt,不锋利的,可是,到达,厌恶
solidify,使团结,差地,搏斗,产生
former,从前,年底,现阶段,上个月
spinet,小型立式钢琴,在…上,营地,隐瞒
pose,形成,转移,变质,变幻
typify,代表,标明,反映,可见
crazy,疯狂,麻木,崩漏,狂热
formation,形成,变幻,变色,恶性循环
irony,反讽,笑话,污蔑,抵制
illiterate,不识字的,录像,尘土,死亡
stitch,缝,灰蒙蒙的,代替,愤怒
construction,建筑,奠基,动土,开会
shrivel,（使）枯萎,收到,可靠,在...上面
falcon,猎鹰,云雀,金丝雀,鸽子
eject,逐出,停车,停火,中断
disapproval,不赞成,着手,电学,挺胸迎…而上
deadly,致命,尖锐,无情,腾腾
unbiased,没有偏见,试验性的,憎恶,助手
layering,分层堆积,令人不快,(尤指用沙纸)磨光,提存
drawer,抽屉,课桌,长椅,桌面
starvation,饥饿,冬眠,口渴,醉
intrigue,激起…的兴趣,联系,筑墙围住,杂志
recollection,回忆,求爱,哀悼,寻求
religion,宗教,败仗,细菌战,道教
integrate,使成为整体,航班,有趣味的,划分地带
primal,最重要的,刺激,傍晚,弹盒
unearth,揭露,掩盖,谴责,批评
nominee,被提名的人,正方形的,公司,校长
routinely,例行公事,举行,振兴,大功告成
rivalry,敌对状态,采用,受伤,大概
layer,阶层,议员,学位,博士
atom,原子,离子,动物,生物
physiological,生理上的,区别,玻璃罩,概要
navigate,航行,巡航,飞行,搭乘
utterance,说话,低语,通信,打电话
defect,缺点,防御性,私利,利益
edible,可食用的,钢琴家,讲述,极其
dreary,沉闷,忧虑,愤慨,得意
deceptive,欺骗,欺瞒,糊弄,兵不厌诈
inject,注射,针灸,手术,按摩
fateful,重大,其次,卑鄙,不要紧
disposal,处置,公审,定案,刖
slide,幻灯片,照相机,镜头,暗箱
diminish,（使）减少,总数,欣赏,一匙的量
robust,强壮,通红,瘫软,白头
envision,想象,联想,绞尽脑汁,感激
original,最初,后期,长期以来,无限期
atrophy,萎缩,破败,新兴,安步当车
dull,钝的,差劲,饼,屏幕
steer,驾驶,开车,骑马,总计
persevere,坚持不懈,臆测,公认,发现
occurrence,事件,事故,不急之务,财政
ingredient,配料,燃料,卫生设备,备料
decompose,分解,键入,附笔,介绍
purification,纯化,包金,镀银,蒸馏
silica,硅石,暗礁,木制,石头
adjunct,附件,地图,草案,抄件
expertise,专门技术,绝技,笔底下,才干
predictability,可预言,陷阱,把...错认,私下
prevail,盛行,散播,关系,遗传
agriculture,农艺,核技术,移植,力量
brisk,活泼,悲观,无所谓,乐观
achieve,完成,例行,奉行,吸毒
disappointment,失望,得意,动怒,迁怒
resort,凭借,以,按理,对于
breach,违背,违心,违犯,违例
fortify,加强,延期,加重,抓紧
moisten,弄湿,方法,佃农,粗陋
vaulted,拱状,阴暗,关上,作战
temporary,短暂,实时,瞬间,一会儿
outbreak,爆发,发生,散发,没有
scraping,刮削下的碎屑,废墟,胡闹,法律权利
bud,芽,天花,不完全叶,花束
variance,差异,范畴,上下,顺差
relay,分程传递,(不包括英国的)欧洲大陆,检验,只...)
elongate,延长,膨胀,蔓延,缩小
wary,小心翼翼,持久,识相,端详
hurricane,飓风,瑞雪,冰排,冰晶
flock,（畜、禽）群,大方,慷慨,严厉
coin,铸币,外汇,伪币,邮票
rumble,隆隆声,分开,幼小,存款
institutionalize,使制度化,方式,行礼,小人物
augment,增加,缩短,干,附加
superior,质量或价值更好的,蹬,非常,护理
inadequate,不充分的,完成,绷紧,动身
extinction,消失,失去,销毁,衍生
slum,贫民窟,课堂,殡仪馆,科学院
privilege,给与…特权,蜜蜂窝,今夜,浓的
confer,颁给,发汗,敦促,寄予
embellishment,装饰,克隆,制作,组装
mockingbird,（动物）仿声鸟,命运,湖水,重要
unconvincing,不足以令人相信的,宁静,(药方上的)用法说明,辩护
acidity,酸度,美味,甜美,臭味
rejuvenate,(使)恢复活力,激烈,花瓶,震惊
cease,停止,关门,收盘,停滞
awkward,笨拙,灵巧,坚忍不拔,笨口拙舌
spiral,螺旋形的,掉转,摇摆,转动
undistorted,未失真的,改写,演员,变得更好
conspicuous,显眼,合法,私下,非法
urbanism,都市生活,表面化,变成,多极化
debate,争论,诽谤,嘲笑,笔战
invade,侵略,收复,包围,犄角
civilization,文明,冰冷,毕恭毕敬,耐心
conciseness,简洁,柔软,板结,冻僵
spoon,匙,水壶,茶匙,浴盆
polish,上光剂,地理书,主人,倾向于
condemnation,谴责,批评,揭发,驳斥
recall,忆起,追求,悲悼,谋求
protectionist,贸易保护主义者,(支)柱,调查者,很
exemplary,典范,程度,师范,指标
seriously,庄重,蓬松,逼人,不济事
decimal,小数,贸易额,流量,发电量
overturn,翻倒,焦急,智慧,扩大
chromosphere,色球,为什么,煤油,(使)平静
custom,传统,时尚,洗礼,习惯
temperate,(欲望、饮食等)适度的,金币,安排,照料
philosophy,哲学,高科技,科技,科目
ferment,（使）激动,突然,体验,形成缺口
transmitter,传送者,决不,陆地,某人
rehabilitation,恢复,毁灭,缓解,失去
apprentice,学徒,房东,臂膀,厂主
convention,会议,报告会,分会,国会
dinosaur,恐龙,海豹,狮子,老虎
illusive,错觉,考虑,主张,公认
cadence,（语调的）抑扬顿挫,责骂,居留地,梢
stiffen,使硬,(拳击中的)空勾拳,个性,严厉
negligent,疏忽,逼上梁山,松弛,专心
fairly,相当,多于,尽管,差不多
whittle,削,共产党政体,生存,镜子
immediate,（在时空上、关系上）最接近的,懊悔,喂奶,非常
hillbilly,山地内部的贫农,市民,华侨,同胞
unique,独特,粗劣,无比,不像话
spectrum,谱,信用证,留言簿,卡片
initially,最初,后期,新年,会期
scrap,废料,宝石,文物,矿物
genetically,遗传上,治理,表等走快,低劣的报纸
patronage,赞助,慰问,慰藉,资助
quaint,奇怪,或许,大体,莫非
veil,隐藏,抱头鼠窜,避难,避嫌
vie,竞争,咒骂,骂,责骂
hazard,危害物,遮蔽,上述,协定
steady,稳的,强有力,弱小,伟大
carnival,狂欢节,八字,圣诞,新年
unpack,打开包裹（或行李）,电影,蜂蜜,功率
strenuous,费力,百思不解,当中,第一流
urban,城市,大都会,码头,卫星城
contamination,玷污,冒险,变节,从事
hibernate,冬眠,醉,口渴,饥饿
irreverence,不尊敬,制备品,试验,忽地低下头(或弯腰)
aquatic,水生,产卵,诞生,生长
oval,卵形,巨大,层层,四方
oxen,公牛,驴子,母牛,斑马
tension,紧张（状态）,万有引力,笔力,重力
entry,进口,投资,上市,出口
pore,小孔,裂缝,无缝,鼻孔
dental,牙齿,板牙,软腭,牙床
reminder,提醒者,救援,我的,猛增
aroma,芬芳,多姿多彩,花哨,恶臭
fingertip,指尖,手腕,拇指,食指
comparatively,比较,依赖,替,把
newscast,新闻广播,倍,电影艺术,期待
diction,措辞,语气助词,用语,主格
unscrupulous,肆无忌惮,伪托,寻衅,虚构
supposedly,按说,倚仗,以及,据悉
promoter,促进者,工作者,非法剥夺,经常
opposed,反对,容忍,赞成,同意
destruction,破坏,撕毁,打破,断头
organism,生物,原子,变温动物,离子
sovereign,独立自主,青灰色的,银,警戒
incident,事件,市政,纠纷,危机
jury,陪审团,班主任,法官,阿姨
extraordinary,特别,竭尽,大力,不够
exotic,异国,帝国,全国,大国
speedy,快的,不翼而飞,速成,疾驰
contract,收缩,蔓延,延伸,扩大
fierce,凶猛,机动,入木三分,无情
avert,避免,以免,应得,得出
faithfulness,忠诚,孝顺,虚伪,听说
bulk,大小,马力,极了,大力
nostalgia,思家病,忘记,悲悼,记住
dehydrate,使脱水,使人头痛的事,将要,(大)猫熊
plague,折磨,出名,不遂,进退两难
feat,功绩,大功,勋绩,贡献
specific,具体,科学,严密,初步
resentful,忿恨,厌倦,爱国,忌恨
respective,分别,从中,不得不,亲自
occasional,临时,往往,日渐,眼看
transparent,透明,背光,不明,黑暗
antiseptic,防腐剂,毒饵,营养,白面儿
substantive,真实,仿真,可口,实弹
enclosure,围绕,包围,相隔,逼近
dehydrated,干燥,滑稽,正常化,怪诞
aloft,在高处,简陋,气候,粪便
hornet,大黄蜂类,简要,预告通知,削减
synonymous,同义,附属,不谋而合,同年
tentacle,触须,尾巴,翅膀,犄角
lag,落后,振兴,建设,堕落
frank,坦白,证词,诉讼,逼供
slice,切成薄片,窗帘,橡胶(制品),泄气
brittle,易碎,无效,管理人,清澈
compose,组成,对峙,互通,纠缠
clockwise,顺时针方向的（地）,文明,女神,悲哀
smog,烟雾,露水,硝烟,霜
tributary,辅助,安抚,慰问,游说
demobilize,复员,缺席,解脱,脱氧
seabed,海底,左边,零下,下面
mulberry,桑树,可可,麻,大麻
assemble,聚集,久违,不辞而别,集中
inclined,倾向…的,重大,(使)厌倦,疾病
ignore,忽视,安土重迁,全心全意,尴尬
arbitrary,专制,不咎既往,民主,不偏不倚
volcano,火山,山崖,釜山,峨眉山
perspiration,出汗,便血,癃,交媾
accustomed,通常,独占鳌头,当中,不拘一格
utilize,利用,挪用,用以,识货
recreation,消遣,兜风,探险,遨游
victory,胜利,征服,覆没,打败
clergyman,牧师,大主教,主教,反革命
interaction,相互作用,反应,发酵,速效
reed,芦苇,废物,业务,没经验的
suburbanization,近郊化,奇怪,演出,物理学家
escalate,逐步升高,使全速行进,留间隔,坚定
vault,地下室,书房,暗室,教室
instrumental,器具,变压器,消防栓,浏览器
pedagogical,教育学的,好处,重要性,医术
magnetosphere,磁气圈,被,昆虫,重要
behavior,举止,毛病,动作,家务
tapering,尖端细的,(使)团结,包围,来访人
evaporation,蒸发（作用）,无线电话(电报),所有权,三分之一(的)
arc,弧形,圆周,不可估量,扁圆
terrace,使成梯田,无疑,诞生的故乡,侍候
aptly,适当,手提,徒劳,便利
jealousy,妒忌,羡慕,确信,相信
astronomical,天文学的,对话,(较)大的,柱
leisurely,从容,落实,安然,迫切
critique,（文艺）批评,点名,评估,评比
score,分数,函数,零头,单数
rebellion,谋反,篡夺,叛卖,高压
forbidding,令人难以亲近的,可爱,讨厌,不得人心
consistent,一致,同龄,不约而同,同辈
carbohydrate,碳水化合物,谓语,表语,滋养
vibration,振动,动作,摇摆,跳动
bare,仅有,诱惑,强制,逼迫
mimicry,模仿,留学,阅读,主修
gland,腺体,白细胞,核子,细胞
wreck,失事的残骸,你好(用来打招呼或引起注意),实际上,指挥
allegation,主张,臆测,公认,怀抱
adverse,敌对,不对,严密,繁复
gulp,吞咽,咀嚼,叼,喝
municipal,市的,公务,商务,风险
survive,(人)幸免于难,童装,连绵,传入
daisy,雏菊,南部,不含酒精,舅母
proposal,提案,白皮书,申请书,抄件
quench,熄灭,失去,爆发,衍生
fashionable,时髦,谣传,联系,过渡
solidarity,团结,合并,分裂,定向
anthropology,人类学,科技,科目,医学
accessory,附件,方案,草案,议案
iconographic,图解,引证,留言,参考
visibility,可见度,面积,标高,频道
nervous,神经紧张,一双(对,喜悦,令人伤心遗憾的
validity,有效性,无益,含糊,隐约
collision,冲突,下跪,鞠躬,敬礼
unprecedented,前所未有,盖世,专门,欠佳
dwell,居住,断交,下榻,集团
airborne,空气传播,多数党,区别对待,古怪
imposing,使人难忘,现有,英俊,娇媚
nonetheless,虽然如此,据悉,除此之外,加以
outcome,成果,贡献,污点,成就
grip,紧握,端面,支撑,撮
locate,找出,收藏,保存,避风
snowflake,雪花,暴风雪,冰雹,冰山
helium,氦,进入,有利条件,重达
gallery,画廊,渗沟,院子,广场
defer,延期,增高,起伏,加快
erratic,古怪,乏味,正常化,不三不四
systematize,将…分类,令人惊讶,交流,弄平
renaissance,复活,出院,伤亡,治愈
admire,钦佩,令人钦佩,自尊,抱怨
donation,捐赠,拜托,授权,委托
senator,参议员,同辈,辈分,国籍
strike,罢工,抗议,统治,南面
urbanization,都市化,聚变,多极化,液化
conflict,冲突,敬礼,下跪,鞠躬
memorable,难忘,哀悼,挂念,忘记
limb,树枝,常春藤,树叶,红叶
sewer,裁缝师,窗帘,传送,不久前
tranquil,宁静,惭愧,定神,如饥似渴
polarbear,北极熊,白狐,熊,豹子
note,音符,括号,密码,不等号
watercourse,水道,军港,通路,抄道
mania,狂热,溃烂,发狂,瘫痪
status,状况,全景,幻影,远景
furniture,家具,材料,燃料,香料
phonetics,语音学,科目,高科技,科技
rentable,可出租的,理解力,洗澡,请
detrimental,有害,防止,不利,无害
bar,酒吧,茶馆,书店,旅馆
marsh,湿地,两岸,摇篮,白区
refute,反驳,丑化,谈论,狡辩
galvanization,电镀,镀,提炼,蒸馏
cripple,使残废,语法树,遍及,电影
cubism,立体主义,面,高兴,鹰
dissenter,不同意者,选民,候选人,示威者
seismology,地震学,高科技,科目,科研
lament,为…悲痛,自制,爱惜,谅解
renovation,修理,定做,研制,自制
facsimile,复制品,出产,存货,半成品
platform,平台,画廊,门廊,过道
biographer,传记作家,请求,采用,我们的
digression,离题,生存,毯子(可数),体验
unsatisfactory,令人不满意的,穿过,态度,(使)变厚(或粗)
detest,深恶,抱怨,抱屈,爱国
outmoded,不再流行,古老,濡湿,华丽
stipend,薪贴,蜜蜂,奖,搞错了的
venture,冒险（事业）,竞走,私下,照料
literacy,有读写能力,对不起,工厂,演说
debt,债务,钞票,暴利,薄利
humidity,湿气,白内障,暑瘟,梦游症
diversion,转移,变频,转向,交替
rehearse,预演,对症下药,变戏法,表演
molten,熔融,提炼,镀金,蒸馏
affection,挚爱,百听不厌,恋爱,偏爱
diagram,图表,申请书,抄件,白皮书
combustion,燃烧,烧毁,爆裂,燎
converse,谈话,乱说,私语,打电话
activate,刺激,兴奋,寄予,堵塞
mourning,悲恸,担忧,伤心,阴郁
recession,萧条时期,配备,木料,怂恿
adaptation,改编,放开,改名,转向
interdependence,互相依赖,有规则地,治疗,乐意
plunge,投入,出没,排出,进入
corresponding,相应,供需,供应,提供
elusive,难懂,雪,忠实,结算
encounter,遭遇,遂,分享,扭转
abandonment,抛弃,放弃,断送,弃权
furnish,装备,备战,背叛,变天
definition,定义,系统,本义,笔录
integrated,整合,纠缠,通航,对立
mantle,地幔,面罩,垫子,帱
architecture,建筑,动工,开会,改造
consequent,作为结果,废弃,教育,珍品
overlook,忽略,迷住,迫不得已,尴尬
rescue,援救,增添,空的,借口
footpath,人行道,铁路,隧道,车道
turbulence,喧嚣,独身,荒凉,冷静
convert,转变信仰,出口,相反(的),疑难问题
predictable,可预见的,采掘,自然环境,航行
grasp,抓住,促使,驱动,致死
ancestor,祖先,大爷,世人,接班人
sturdy,(人)强健的,吐穗,口吃,跛足
constellation,星座,北斗星,星体,星球
scenic,风景如画,优雅,灿烂,妖媚
journalist,新闻记者,姥姥,翻译,兽医
civil,公民,每人,人类,畜生
dazzling,眼花缭乱,富有,蓬松,洁净
intermittent,间歇,止血,拓展,停车
atomization,原子化,能手,外孙子,确定
govern,统治,罢教,罢市,示威
sharpen,使敏锐,根本,丛书,估量
variation,变异,变幻,扭转,衍变
allegory,寓言,本子,散文,卷
overcast,阴天,暴风骤雨,下雨,秋高气爽
sedimentary,沉积,遍布,喷射,堆放
depredation,掠夺,不轨,绑票,断路
swift,迅速,疾驰,半夜三更,兵贵神速
optimist,乐观者,政纲,宏伟,早
boarder,寄宿者,淹没,著作,故障
segregate,分离,联结,告别,久违
cue,提示,指导,引导,辅导
insanity,精神错乱,堵塞,狂热,瘫痪
plaster,灰泥,沥青,水泥,石灰
mislead,使误入歧途,扮装,引导,拍摄
compile,汇集,团聚,握别,崩溃
tailor,裁缝师,花(菜)园,元件,尽可能多
avalanche,雪崩,剥落,堕入,陨落
stipulate,约定,敦请,背信弃义,实践
lengthy,(演说、文章等)冗长的,社会主义者,建造,假期
irregular,不规则的,费用,指针,事业
acquainted,有知识的,精通,熟悉,挂念
invertebrate,无脊椎动物,非常,大量,碗
remnant,残余,破烂,严密,蓬松
urbane,温文尔雅,不逊,热心,慎重
butterfly,蝴蝶,黄蜂,熊蜂,蜘蛛
motivate,激发,杜绝,加以,有助于
ultrasonics,超音波学,东方,徘徊,活/铅字
radiant,荣光焕发,品质,不热闹的,想法
desalination,脱盐作用,狡猾的人,认可,把…装罐
adhere,黏附,通风,通行,摩擦
dissertation,论文,社论,八股,碑文
eventually,终于,不出所料,正值,人寿保险
recycle,使再循环,邮寄,赞赏,银行
elite,精英,骨干,百事通,高明
explore,仔细检查,字斟句酌,定量分析,研究
considerable,值得考虑,感到沮丧绝望,数到,选举
terminology,用辞,生词,助词,介词
hunger,饥饿,醉,口渴,冬眠
membrane,膜,血液,薄膜,瓣膜
buzz,嗡嗡声,提供,女士,识别力
nicotine,尼古丁,有毒,阿片,白面儿
opportunity,机会,与此同时,为时,平常
mediator,调停者,货单,毒害,地区
emerge,显现,涌现,含水,重现
diligently,尽职,面临,抱佛脚,摸索
embellish,装饰,克隆,酿造,组装
rigor,严格,宽限,慷慨,大方
scholarly,学者气质,文化,多项式,才学
clinical,临床,速写,版刻,雕塑
slothful,迟钝,糊涂,八面玲珑,愚昧
actively,活跃,严峻,调皮,乐观
maintenance,维修,特制,修补,制片
resemble,像,南辕北辙,相似,俨然
goal,目标,缘起,东西,笔力
influential,有影响的,祝,发现,脖子
methodically,井然,富有,贫困,清爽
sculptural,雕刻,调色,版刻,白描
segment,部分,大多数,对偶,整个
significant,有意义的,使自由,(非法)交易,公地
participant,参与者,同伴,陌生人,游伴
convivial,欢乐,悲喜交集,悲哀,狂喜
reinforce,加强,巩固,深化,软化
improbable,不可能的,强壮,迅速,事迹
nucleus,合子,没关系,卑微,珍贵
relic,遗迹,泳池,矿泉,喷泉
insulting,侮辱性的,评论,母兽,突发
neuron,神经元,命脉,动脉,骨髓
timid,胆怯,断然,不修边幅,糊涂
roost,栖息处,陷阱,蜂巢,堤岸
launch,发射,进修,深造,补考
burning,燃烧（的）,繁忙,遥远,靴
communicate,通信,多嘴,咕噜,耳语
emit,发出,突发,散发,层出不穷
manually,用手,车间,交流(思想等),周期
opera,歌剧,戏剧,交响曲,京戏
scenery,风景,蜃景,装饰,版式
infection,传染（病）,意见,训练,野兽
denote,指示,通告,法令,定论
defensive,自卫,边防,城防,防空
wither,（使）枯萎,成熟,开放,发芽
impending,即将发生,相差,临近,相隔
appealing,动人,可怕,讨厌,广博
biography,传记,编年史,记录,特写
dynamics,动力学,课程,科研,高科技
vein,静脉,命脉,脉搏,韧带
distasteful,（令人）不愉快的,偏爱,哀怨,百听不厌
ignorant,无知,博古通今,不稂不莠,孩子气
dawn,开端,开学,启程,多快好省
mutual,共有,有价值,富有,发表
designate,指定,立法,分配,成立
tolerate,容许,突然,约莫,奇迹
mime,模拟,留学,旁听,主修
metabolic,新陈代谢,蔓延,暴涨,改编
stereophotograph,立体摄影,包装,猛击,有色
screw,旋紧,收成,紧握,小数点
proceeding,行动,漫步,步行,指南
subtraction,减法,作法,巫术,魔法
glorify,美化,吹牛,隐瞒,对证
frenzy,狂暴,不耐烦,尊重,热忱
interconnecting,相互连接,胜利,经理,港湾
digestive,消化,咳嗽,镇痛,疼痛
highlight,使显著,赤裸裸,凹陷,覆盖
crumble,崩溃,失败,不打自招,不力
normally,通常,无比,一定,上流
