#word,meaning,option1,option2,option3
seismograph,地震仪,水平,计数器,气压计
dye,染色,漂白,纺织,编制
feminism,女权运动,咸的,英里,日期
forebear,祖先,同辈,叔叔,大娘
intruding,入侵性的,令人厌倦,把手,外地人
relax,（使）松弛,复兴,软化,削弱
inpractical,不切实际,戏剧性,投机,针锋相对
justify,证明…是正当的或有理的,要求,厌倦,干渴
secret,秘密,可疑,莫名其妙,明文
fertilize,使受精,战场,米饭,认为
transmit,传送,答谢,酬报,送
tasteless,没味道的,抽出(时间),崇拜,粮食
conflicting,相冲突的,银行,徐徐移动,的确
withstand,承受,分享,秉承,共享
trapper,设阱捕兽者,勇敢,怂恿,担心
inferiority,自卑感,感性,酸痛,感情
melody,悦耳的音调,马车,市场,尊重
emerging,正在不断出现的,哭泣,冲,进行曲
asset,重要的品质,应该,安排,形式
hem,（衣服或裙子）褶边,历史性,技术性,全国性
galaxy,银河,星体,火星,星座
exorbitant,（价格、索价）过高的,秉承,无限,可怜
raven,大乌鸦,信息,调查,军医
insulation,隔离,衬托,生效,互通
adventure,冒险,从事,补救,挣扎
predominantly,主要,敝,无价,不痛不痒
turnpike,公路,胡同,吊桥,车道
abort,中止计划（任务）,面向,破晓,摇
oriental,亚洲,沼泽,田野,沙漠
beard,胡须,眉梢,睫毛,骨头
freighter,货车,船只,客车,小船
luxurious,奢侈,草草,刻苦,粗心
clip,修剪,裁剪,劈开,砍伐
romote,遥远,多年,短促,整天
dripstone,滴水石,多得不计其数的,激励,副)
proper,恰当,方便,难以,不违农时
tycoon,大企业家,李时珍,鲁迅,诺贝尔
hump,驼背,溃烂,口吃,发芽
discipline,训练,教学,锻炼,演习
autonomous,自治,代理,治安,归心
dwelling,住处,工作站,网址,投票站
scarcely,几乎不,动身,四,博得
weaver,织布者,升起,有趣味的,预见
earthenware,土器,烟囱,容器,多媒体
renovate,修理,保修,自制,压制
sinuous,蜿蜒,大量,丝织品,恢复
adopt,收养,抱养,保育,抚养
bean,豆子,大豆,西红柿,黄瓜
postcard,明信片,便函,电报,函件
probe,调查,侦查,追查,禁止
excavation,挖掘,掰,抽,摘除
dogma,教条,灵活性,按图索骥,笨口拙舌
typical,典型,奇特,别开生面,不行
diverse,不同,并驾齐驱,同屋,异步
potentiality,潜能,一臂之力,实力,国力
inflexible,坚定,坚强,骄横,不敢越雷池一步
flash,闪光,散射,燃烧,辐射
nonconformist,不遵照传统生活的（人）,不可更改,六月,时新
odorless,无嗅,计算者,在上方,把...专用于
dimensional,空间,一带,太空,周围
prevailing,流行,遗传,连接,谣传
string,（乐器的）弦,最大限度,总合,察觉
currency,通货,花边,钞票,债务
below,在…下面,物质,一切,全世界
improvision,即席创作,跟踪,利益,安静
disorganize,扰乱,纠缠,麻烦,拦住
constantly,不断,根本,连续,老是
hesitate,犹豫,逼上梁山,匆忙,落实
barge,驳船,货轮,拖船,方舟
pollination,授粉,培养,宰杀,生产
blend,混合（物）,拥有,必然,准备
ultimate,最终,结果,病历,开端
miracle,奇迹,或许,人寿保险,突然
rancher,牧场工人,宿营,技术(性)的,水道
capillary,毛细管,血管,静脉,命脉
dissolve,使溶解,(对...)动手术,(大)猫熊,登广告
repetition,重复,不再,毕竟,随后
blunt,不尖,许多,开(着)的,举步
solidify,使巩固,实习,苦的,火车头
former,从前,事先,有生以来,而今
spinet,小型立式钢琴,间隔,在今天,完全
pose,形成,渐变,变色,恶性循环
typify,代表,显示,所谓,可谓
crazy,疯狂,瘫痪,不省人事,狂热
formation,形成,演变,变通,变质
irony,反讽,嘲笑,拍案叫绝,丑化
illiterate,不识字的,具有,支持,鉴赏家
stitch,缝,总是,三次幂的,家具(桌、椅、沙发、床等)
construction,建筑,动工,奠基,改造
shrivel,（使）枯萎,平等,空闲(虚)的,对待
falcon,猎鹰,知更鸟,云雀,鹁鸽
eject,喷出,淹没,降下,溢出
disapproval,不赞成,早,突然,十六(个
deadly,致命,不变,可以,活跃
unbiased,没有偏见,下级,全部,以…为基础
layering,分层堆积,怀疑,戳,实力增强
drawer,抽屉,球台,椅子,沙发
starvation,饥饿,冬眠,口渴,安眠
intrigue,激起…的兴趣,年级,效果,收集
recollection,回忆,惦记,挂念,求爱
religion,宗教,细菌战,空战,天主教
integrate,使成为整体,医术,精确,提供
primal,最初,期间,短期,后期
unearth,揭露,非难,掩盖,保密
nominee,被提名的人,面包,棍棒,有幸
routinely,例行公事,落后,腐败,定稿
rivalry,敌对状态,矮的,要价,所有物
layer,层,尾,家,对
atom,原子,离子,原子核,生物
physiological,生理上的,决心,无效,洋
navigate,航行,飞行,骑马,行驶
utterance,说话,耳语,咕噜,通信
defect,缺点,私利,弊端,优点
edible,可食用的,统治者,一切,亲属关系
dreary,沉闷,悲天悯人,愤怒,忧郁
deceptive,欺骗,欺瞒,任凭,兵不厌诈
inject,注射,动手术,防治,疫苗
fateful,重大,无所谓,敝,中心
disposal,垃圾倾倒,能量,给…饮水,酱油
slide,幻灯片,暗箱,摄影机,照相机
diminish,（使）减少,判断,言论,广大
robust,强壮,年轻,通红,步履维艰
envision,想象,构想,感激,感恩
original,有创意的,令人失望,摆弄,许多
atrophy,萎缩,当作,是,破败
dull,钝的,公正,使想起,关系
steer,驾驶,总共,驾车,骑马
persevere,坚持不懈,以为,揣测,估计
occurrence,发生,重现,突发,散发
ingredient,配料,原料,燃料,多媒体
decompose,分解,键入,留言,注解
purification,纯化,镀锌,镀金,镀银
silica,硅石,乌木,木制,岩石
adjunct,附件,提案,申请书,检查
expertise,专门技术,才华,笔墨,本领
predictability,可预言,遗憾,把(钉、桩等)打入,工具
prevail,盛行,遗传,接合,挂钩
agriculture,农学,医学,科技,科研
brisk,活泼,自然,规矩,不甘
achieve,完成,举行,定稿,例行
disappointment,失望,阴谋,得意,大煞风景
resort,凭借,由,比较,把
breach,违背,赞扬,违宪,违例
fortify,加强,加重,加紧,安定
moisten,弄湿,某(人或物),弄脏,牢固
vaulted,拱状,聚精会神,理发,记下
temporary,短暂,整天,寒冷,半天
outbreak,发作,突发,发出,散发
scraping,刮削下的碎屑,信赖,废墟,逃跑
bud,发芽,吐穗,结果,凋谢
variance,差异,范畴,利害,上下
relay,传播,遗传,传输,谣传
elongate,延长,收缩,缩小,浓缩
wary,小心翼翼,粗心,漂浮,掉以轻心
hurricane,飓风,风,冰柱,疾风
flock,（畜、禽）群,恭顺,索然,不吝
coin,铸币,邮票,伪币,外汇
rumble,隆隆声,运转,万一,精英
institutionalize,使制度化,放宽,三十,人物
augment,增加,浓缩,增值,干
superior,质量或价值更好的,法院,演讲,选举
inadequate,不充分的,指纹,航线,不久
extinction,消失,衍生,散发,灭绝
slum,贫民窟,科学院,课堂,股市
privilege,给与…特权,有兴趣的,笑声(不可数),敏捷
confer,协商,谈判,让路,会谈
embellishment,装饰,设置,组装,克隆
mockingbird,（动物）仿声鸟,坚固,许多,眼力
unconvincing,不足以令人相信的,战舰,吐出,死
acidity,酸度,可口,恶臭,甜美
rejuvenate,(使)返老还童,掌握,差不多,复习
cease,停止,关门,僵化,停火
awkward,笨拙,睿智,糊涂,灵活
spiral,盘旋,掉转,颤动,运作
undistorted,未失真的,分词,青少年时代,请求
conspicuous,显著,非官方,官方,隐约
urbanism,都市生活,液化,多极化,简化
debate,争论,狡辩,笔战,辩解
invade,侵略,侦探,包围,攻克
civilization,文明,漂浮,孟浪,安稳
conciseness,简洁,板结,柔软,酥
spoon,匙,水壶,便壶,筷子
polish,光泽,焰火,阳光,白炽
condemnation,谴责,鞭挞,引咎,揭发
recall,忆起,追求,深思,挂念
protectionist,贸易保护主义者,(电话)号码簿,二手,更
exemplary,可仿效的,指标,样子,师范
seriously,认真,迷信,自信,确信
decimal,小数,碑额,差额,产量
overturn,翻倒,清洗用的,整洁,成千上万
chromosphere,色球,／,真实,位于
custom,惯例,举例,先例,例子
temperate,(欲望、饮食等)适度的,拳击,运输,环境
philosophy,哲学,高科技,医学,科研
ferment,使发酵,小路,车,睡
transmitter,传送者,世纪,性质,还钱给(某人)
rehabilitation,恢复,解渴,复苏,消灭
apprentice,学徒,房东,厂主,师傅
convention,会议,国会,运动会,分会
dinosaur,恐龙,海豹,老虎,蝙蝠
illusive,迷惑人的,消化,四十(个,有帮助的
cadence,（语调的）抑扬顿挫,追踪,一眼,粗暴
stiffen,使硬,(向...)发电报,漂亮,相关
negligent,疏忽,一心一意,迷惑,爱莫能助
fairly,公平,独断,不公,开展
whittle,削,言语,床位,领域
immediate,立即,彻底,不久,半半拉拉
hillbilly,山地内部的贫农,同胞,华人,爱国者
unique,独特,特定,卑劣,普通
spectrum,谱,表册,名单,留言簿
initially,最初,年初,长期以来,会期
scrap,废料,豆渣,宝石,财宝
genetically,遗传上,和,行政人员,密切注意
patronage,惠顾,来自,来临,前往
quaint,奇怪,突然,人寿保险,大约
veil,隐藏,躲闪,避嫌,避难
vie,竞争,咒骂,责骂,雄辩
hazard,危害物,战争,演讲,淋浴
steady,持续,随时,一再,限期
carnival,狂欢节,寒假,厂礼拜,圣诞节
unpack,打开包裹（或行李）,恐惧,结欠,运行
strenuous,艰辛,危难,安适,安然
urban,城市,码头,拐弯,层
contamination,玷污,报效,拼命,挣扎
hibernate,冬眠,嗷嗷待哺,安眠,醉
irreverence,不尊敬,女售货员,压强,调换
aquatic,水生,产卵,成长,孵化
oval,卵形,四方,壁立,圆周
oxen,公牛,小牛,斑马,母牛
tension,紧张（状态）,武力,万有引力,重力
entry,进口,投资,外贸,进出口
pore,小孔,无缝,空儿,裂缝
dental,牙齿,板牙,声带,牙床
reminder,提醒者,打击球,零钱,爸爸
aroma,芳香,斑驳陆离,臭味,多姿多彩
fingertip,指尖,两手,手掌,拳头
comparatively,比较,由,替,对于
newscast,新闻广播,病害,同伴,上升
diction,措辞,用语,语汇,俚语
unscrupulous,肆无忌惮,伪托,寻衅,闹事
supposedly,按说,倚靠,通过,针对性
promoter,促进者,回报,(大学里的)学院,被雾笼罩
opposed,反对,同意,忍受,拥戴
destruction,破坏,裂缝,打破,撕毁
organism,生物,原子,动物,量子
sovereign,君主,暴君,承包人,董事
incident,事件,不急之务,财经,财政
jury,陪审团,检察官,法官,律师
extraordinary,特别,任意,不择手段,有意识
exotic,奇异,恐惧,震惊,惊恐
speedy,快的,疾驰,迟到,高效率
contract,定契约,没有,体操家,技艺
fierce,凶猛,板上钉钉,活动,定型
avert,转移,交替,改名,变频
faithfulness,忠诚,虚伪,叛逆,和蔼
bulk,大小,极了,鼎立,力气
nostalgia,思家病,记得,哀悼,深思
dehydrate,使脱水,(大量)财产,端庄,(使)变厚(或粗)
plague,瘟疫,暗伤,不治之症,暴病
feat,功绩,政绩,毛病,伟业
specific,具体,整齐,完美,初步
resentful,忿恨,憎恨,憎恶,哀怨
respective,分别,就是,联名,步步
occasional,临时,甚至,尽早,不单
transparent,透明,长途,清楚,朦胧
antiseptic,防腐剂,营养,白面儿,毒饵
substantive,真实,十分,美味,名副其实
enclosure,围绕,包围,混合,交叉
dehydrated,干燥,可笑,不规则,有意思
aloft,在高处,将要,黑暗,在信封上写姓名
hornet,大黄蜂类,无力,太阳眼镜,管理
synonymous,同义,同步,百川归海,属于
tentacle,触手,熊掌,犄角,膀子
lag,落后,履行,例行,吸毒
frank,坦白,诉讼,抄身,证词
slice,切成薄片,蝙蝠,(给某人)吃早餐,疏远
brittle,易碎,机构,单元,领域
compose,作曲,起草,动笔,编造
clockwise,顺时针方向的（地）,经营,酒吧,巨大
smog,烟雾,硝烟,层云,霜
tributary,支流,河流,东海,巨流
demobilize,复员,缺席,退学,脱氧
seabed,海底,楼下,右边,眼前
mulberry,桑树,棉花,大麻,可可
assemble,聚集,汇集,告别,握别
inclined,倾向…的,利索,上演,乞求
ignore,忽视,松弛,迷住,入迷
arbitrary,武断,步人后尘,先进,民主
volcano,火山,巫山,山坡,安第斯山
perspiration,汗水,痰,白血球,碧血
accustomed,通常,唯一,中间,合格
utilize,利用,分别,识货,用法
recreation,消遣,游荡,兜风,打赌
victory,胜利,败绩,征服,胜过
clergyman,牧师,大主教,主教,反动分子
interaction,相互作用,速效,声誉,发酵
reed,芦苇,差不多,进来,看法
suburbanization,近郊化,广告(画),磅,坚定
escalate,使逐步上升,祝愿,有创造力,相对论
vault,拱顶,讲授,将要,王国
instrumental,器具,变阻器,容器,特产
pedagogical,教育学的,因此,开拓,展开
magnetosphere,磁气圈,有礼貌的,刽子手,禾本科植物
behavior,举止,表现,毛病,暴行
tapering,尖端细的,配备,控制,比较
evaporation,蒸发（作用）,麻烦,(常用复数)面条,场所
arc,弧形,芸芸,不可估量,四方
terrace,使成梯田,变得苍白,老年,硫磺
aptly,适当,难以,手提,白搭
jealousy,妒忌,倾倒,自信,不服
astronomical,天文学的,渴求,放出,掠过
leisurely,从容,迫切,如饥似渴,恐慌
critique,（文艺）批评,督促,评比,点名
score,记分,附笔,下载,摘抄
rebellion,谋反,颠覆,篡位,配备
forbidding,令人生畏,动人,可恨,狭窄
consistent,稳定,隆重,和平,多情
carbohydrate,碳水化合物,营养,状语,补语
vibration,振动,跳动,摇晃,转动
bare,仅有,迫使,逼债,诱惑
mimicry,（生物）拟态,强调,触,微量
gland,腺体,核子,细胞,白细胞
wreck,失事的残骸,担心,连接,喜爱
allegation,断言,打破,凋谢,使繁殖
adverse,不利,无害,防止,消防
gulp,吞咽,饮用,喝,吮吸
municipal,市的,不急之务,商务,官司
survive,(人)幸免于难,附近,追逐,使下决心
daisy,雏菊,运动会,摄影者,等等
proposal,提案,附件,抄件,白皮书
quench,解渴,消灭,摧毁,克服
fashionable,上流社会,谣传,关系,联网
solidarity,团结,三位一体,合并,崩溃
anthropology,人类学,科学,医学,科研
accessory,附件,草案,抄件,议案
iconographic,图解,下载,参考,注解
visibility,可见度,周长,庹,赫兹
nervous,神经,命脉,骨髓,穴位
validity,有效性,合法,隐约,笼统
collision,碰撞,着陆,不期而遇,刺激
unprecedented,前所未有,不同凡响,卑劣,独一无二
dwell,居住,穴居,吃饭,集团
airborne,空运,舰载,转运,贩运
imposing,使人难忘,妖娆,娇媚,英俊
nonetheless,虽然如此,加以,或者,不怕
outcome,成果,成绩,政绩,勋绩
grip,紧握,液压,把握,撮
locate,找出,存储,寻机,保藏
snowflake,雪花,冰柱,瑞雪,冰晶
helium,氦,两倍,投篮,(使)担心
gallery,画廊,栏杆,走廊,广场
defer,遵从,违犯,抱养,违背
erratic,古怪,不三不四,公开,天晓得
systematize,使系统化,痛苦,楼下,出现
renaissance,文艺复兴,转运,好转,更新
admire,钦佩,吃醋,向往,可敬
donation,捐赠,转送,拜托,授权
senator,参议员,国籍,学籍,辈分
strike,罢工,发牢骚,游行,南面
urbanization,都市化,软化,变更,僵化
conflict,斗争,垮,跑江湖,奔波
memorable,难忘,了解,记得,挂念
limb,树枝,叶子,红叶,常春藤
sewer,下水道,渗沟,屋檐,阳台
tranquil,宁静,着急,对得起,不好意思
polarbear,北极熊,白狐,熊,猿猴
note,音符,密码,逗点,调号
watercourse,水道,通路,军港,小径
mania,狂热,疯狂,堵塞,流血
status,身份,户口,参议员,男孩
furniture,家具,原料,生活必需品,多媒体
phonetics,语音学,高科技,科技,课程
rentable,可出租的,筹备,涂(盖)上,多么
detrimental,有害,不利,不可逾越,无害
bar,酒吧,茶馆,旅馆,奶牛场
marsh,湿地,水域,海域,北部
refute,反驳,丑化,争论,狡辩
galvanization,镀锌,提炼,镀,拔丝
cripple,削弱,放松,增高,改善
cubism,立体主义,(美国)西部小说/电影,半,双
dissenter,不同意者,仆人,侍女,抗议者
seismology,地震学,高科技,科研,课程
lament,为…悲痛,哀怜,约束,不惜
renovation,修复,治病救人,抢救,防治
facsimile,复制品,半成品,纺织品,特产
platform,讲坛,台,神道,主席台
biographer,传记作家,冷淡,解放,折叠
digression,离题,野生植物,头脑,梨树
unsatisfactory,令人不满意的,经营农场,六(个,路线
detest,深恶,厌倦,敬重,抱怨
outmoded,不再流行,美丽,古老,潮湿
stipend,奖学金,价款,信用,分期付款
venture,冒险（事业）,哨所,金鱼,处理
literacy,有读写能力,致敬,法院,(文章的)一节
debt,债务,钞票,货币,薄利
humidity,湿气,白内障,瘫痪,暑瘟
diversion,消遣,游荡,打赌,兜风
rehearse,预演,武打,下台,配药
molten,熔融,拔丝,镀锌,提炼
affection,情爱,民意,忧虑,色情
diagram,图表,附件,公报,提案
combustion,燃烧,烧毁,焦,咆哮
converse,谈话,低语,打电话,通信
activate,刺激,堵塞,限制,拔苗助长
mourning,悲恸,不是味儿,凄惨,担忧
recession,萧条时期,补助金,主要,迁移
adaptation,改编,变调,扩大,改名
interdependence,互相依赖,扩音器,有人性的,切
plunge,跳进,出没,入境,流入
corresponding,相应,便于,供应,存在
elusive,难懂,无言,由于,未来
encounter,遭遇,挨打,多达,遂
abandonment,抛弃,放弃,埋没,连锁反应
furnish,提供,容易,供应,满足
definition,定义,笔法,线索,本义
integrated,整合,纠缠,并联,联网
mantle,覆盖物,精心,伤感情,命令
architecture,建筑,动土,奠基,出差
consequent,作为结果,薄头巾,告发,毒物
overlook,忽略,全心全意,逼上梁山,警觉
rescue,援救,运转,男青年,商业机构
footpath,人行道,高速公路,扶手,栏杆
turbulence,喧嚣,凋零,冷淡,繁华
convert,转变信仰,装满,(文章的)一节,个性
predictable,可预见的,十五分钟,栅栏,教科书
grasp,掌握,监控,带领,失控
ancestor,祖先,猿人,老人,伯父
sturdy,(人)强健的,开放,吐穗,口吃
constellation,灿烂的一群,必须做的事,开除,和睦
scenic,风景如画,华丽,美貌,妖艳
journalist,新闻记者,姥姥,媒体,翻译
civil,国内,室内,里面,体内
dazzling,耀眼,明亮,动听,幽暗
intermittent,间歇,休会,逐出,断奶
atomization,雾化,斗争,使成冰,精确
govern,控制,不可逾越,制裁,便利
sharpen,消尖,声明,单独,彻底
variation,变种,杂项,性别,国际级
allegory,寓言,本子,卷,散文
overcast,阴天,秋高气爽,晴天,暴风骤雨
sedimentary,沉积,分布,溢出,喷射
depredation,掠夺,绑票,断路,不轨
swift,迅速,高效率,急剧,兵贵神速
optimist,乐观者,继母,初学者,平常
boarder,寄生者,出口,连接上,检查
segregate,分离,成群结队,汇集,背井离乡
cue,提示,辅导,引导,演示
insanity,精神错乱,狂热,不仁,瘫痪
plaster,抹泥,举动,坚定,总线
mislead,使误入歧途,扮装,引导,演示
compile,汇集,纠集,密集,集合
tailor,裁缝师,号码,为了,着迷
avalanche,雪崩,倒塌,滑落,崩裂
stipulate,约定,背信弃义,实践,邀请
lengthy,(演说、文章等)冗长的,许多,工厂,例如
irregular,不规则的,卑劣,无论谁,怀着希望
acquainted,有知识的,记住,发现,查出
invertebrate,无脊椎动物,向外,练习,那些
remnant,残余,半半拉拉,破烂,光秃秃
urbane,温文尔雅,耐烦,可敬,粗野
butterfly,蝴蝶,火龙,蜘蛛,黄蜂
motivate,激发,范围,加以,助长
ultrasonics,超音波学,黄色,新闻媒介,睡着(用作表语)
radiant,荣光焕发,跑,所,同胞
desalination,脱盐作用,培养,(美)好,丝织品
adhere,黏附,遇到,交通,堵车
dissertation,论文,本草纲目,碑记,八股
eventually,终于,重复,接着,不再
recycle,使再循环,影响,开拓者,一致
elite,精英,百事通,高明,骨干
explore,探险,猜谜儿,消遣,游荡
considerable,值得考虑,体会,(用言词)表达,把…关在圈中
terminology,用辞,介词,关键词,主格
hunger,饥饿,冬眠,打喷嚏,口渴
membrane,膜,瓣膜,血液,薄膜
buzz,发出嗡嗡声,获得,高耸,分享
nicotine,尼古丁,毒品,烟草,白砒
opportunity,机会,与此同时,为时,时刻
mediator,调停者,条款,精巧,生长
emerge,显现,涌现,含水,并发
diligently,小心翼翼,步步为营,粗心,孟浪
embellish,装饰,酿造,制造,组装
rigor,严酷,吝啬,进步,恭顺
scholarly,学者气质,法理,浪漫主义,算术
clinical,临床,看病,雕琢,版刻
slothful,迟钝,敏锐,聪明,不灵
actively,活跃,猖獗,无所谓,开展
maintenance,维持,保温,在于,处于
resemble,像,异步,不等式,比如
goal,目标,主页,病因,缘起
influential,有权势的,迷路,游泳,妙的
methodically,有条理地,贫困,把…装入口袋,群
sculptural,雕刻,治疗,诊断,雕塑
segment,片断,蠢事,隐私,丑闻
significant,重要,无价,要紧,昂贵
participant,参与者,对方,陌生人,一起
convivial,欢乐,欢腾,狂喜,下跪
reinforce,加强,安定,强化,缓和
improbable,不可能的,减弱,乐趣,矿物
nucleus,合子,无价,没关系,微不足道
relic,遗迹,雨滴,矿泉,瀑布
insulting,侮辱性的,恼人,(美)英式足球,沿岸
neuron,神经元,韧带,神经,命脉
timid,胆怯,灵活,明白,糊涂
roost,栖息处,窝巢,蜂巢,陷阱
launch,发动,大吹大擂,提倡,召回
burning,燃烧（的）,灰末,最高,清除
communicate,传达,誓死,透露,强调
emit,发出,散发,重现,冰释
manually,用手,微型计算机,材(原)料,侄女
opera,歌剧,戏剧,催眠曲,交响曲
scenery,风景,蜃景,格式,中式
infection,传染（病）,需要,久远,马车
denote,指示,决议,法令,命令
defensive,自卫,警备,城防,固守
wither,（使）枯萎,口吃,吐穗,结果
impending,即将发生,挨近,离开,相隔
appealing,动人,可怕,丰富,可恨
biography,传记,记录,杂志,散文
dynamics,动力学,课程,科学,科研
vein,静脉,动脉弓,脉搏,血管
distasteful,（令人）不愉快的,爱憎,忌恨,厌倦
ignorant,无知,半瓶醋,无能,起死回生
dawn,黎明,旦,下午,寿辰
mutual,相互,从中,挨个儿,步步
designate,指定,另起炉灶,分配,定都
tolerate,忍受,接受,秉承,顶多
mime,模拟,旁听,补习,阅览
metabolic,新陈代谢,改组,放开,改编
stereophotograph,立体摄影,灵魂,进去,咳嗽
screw,螺旋,工具,唧筒,硬盘
proceeding,行动,步行,奔走,站住
subtraction,减少,淘汰,裁军,加长
glorify,美化,夸张,遮掩,吹牛
frenzy,狂怒,律师业,吸,纸板
interconnecting,相互连接,办事员,典礼,跳动
digestive,消化,镇痛,咳嗽,泻肚
highlight,最显著（重要）部分,学,审问,名片
crumble,崩溃,关闭,不力,不打自招
normally,通常,上流,第一流,不离儿
indifferent,不感兴趣,照顾,掉以轻心,歧视
domesticate,驯养,饲养,钓鱼,打猎
juncture,接合,接口,联系,联网
spectacle,奇观,幻影,景象,人才
nutritious,有营养成分的,状语,成份,规范
stationary,静止,对付,沉重,合理
contain,包含,包藏,容纳,洋溢
departure,离开,相隔,逼近,缠绕
troubling,令人不安,清爽,不好意思,镇静
conceive,设想,公认,存心,设法
endless,无止境的,最重要的,奖牌,拖
blizzard,暴风雪,风,冰晶,冰排
customarily,通常,高级,及格,唯一
nuclei,核子,细胞,白细胞,神经
drag,拖动,销售,低头,在一群(组)之中
ornament,装饰,仿造,组装,安装
spotlight,重点,卑鄙,没关系,其次
faint,微弱,伟人,粗劣,雄伟
wedding,婚礼,洗礼,基督教,礼貌
informal,非正式的,(船、飞机等的)全体人员,听众之一,公共浴室
tract,管道,集成电路,网路,住所
juicy,多汁液的,对话,又,除
averse,反对,同意,约束,半信半疑
inspection,检查,竞选,推举,警告
rendition,表演,堕胎,动手术,接生
divergence,分歧,荣誉,恩怨,世仇
factual,事实,潮流,事态,巨流
temperature,温度,体温,气温,波幅
brim,边缘,机动性,感性,惰性
breed,养育,保育,收养,抱养
secondary,次要,无关紧要,不要紧,核心
coherence,一致,不约而同,同辈,同步
nonprofessional,非专业的(人员),(煮饭取暖用之)火炉,洞,途径
duration,持续时间,(报刊上的)短文,钞票,多样化
void,无效,难以,义务,便当
archaeological,考古学的,急运(派),到一起,真实
demolition,破坏,倒塌,陨落,撕毁
responsive,响应,召回,提倡,提议
continent,大陆,内陆,北纬,热带
shed,脱落,伸缩,掉落,倾倒
uniform,始终如一,断断续续,奢侈,掉以轻心
wholesaler,批发商,将军,卖主,客人
abandoned,被抛弃的,保重,并重,后悔
inconclusive,非决定的,扬声器,我们的(所有物),(大学里的)学院
persist,坚持,推测,主张,认为
enlightenment,启迪,演示,函授,提醒
due,到期,受苦,期满,来不及
dive,潜水,蛙泳,将军,游泳
reckless,轻率的,看法,你,迅速扩大
morphololgy,形态学,算术,对数,文化
dump,倾泻,陷落,外流,潮流
bust,半身像,相片,病魔,肖像
portrayal,描画,速写,调色,删除
dietary,饮食,早饭,便饭,生计
mall,大规模购物中心,种子穗,冒失,一条面包
navigation,航海,航空,行驶,巡航
minute,微小,弱小,粗劣,不在话下
shallow,浅的,桥,木头,经营
reef,礁,鹅卵石,岩石,石英
inspect,检查,补选,罚款,警告
sterile,贫瘠,肥沃,空白,荒芜
traction,牵引,举起,扛,缩写
depot,货站,知识库,核武库,发电厂
explicit,明确,暗暗,含糊,机密
downtown,在市区（的）,总统,军医,鸣笛
smuggle,走私,囤积,剥削,投机
cramped,狭窄,富于,对称性,调匀
annex,兼并,扰乱,打破,围住
ken,视野,手掌,范围,顺差
outset,开始,动工,开学,启程
scope,范围,助长,激发,妨碍
comprehensive,全面,不足为训,抽象,实际
despoil,夺取,争取,得出,换取
skimp,吝啬,大方,民主,不在乎
laborious,费力,当中,第一流,寻常
homemade,自制,闭门造车,培修,制片
affected,装模作样,伪装,喘息,屏气
ham,火腿,红烧肉,猪肉,豆腐皮
stature,身高,纤维,中等,极大
preponderance,（数量或力量上的）优势,坚固,环,开拓(创)
dizzy,眩晕,窒息,发烧,晕船
revolt,反叛,颠覆,变天,出卖
scrape,刮掉,破裂,埋藏,拒绝
replace,代替,提名,露面,咨询
buckle,皮带扣环,七个(人或物),北美野牛,付款
desperately,迫切,着急,镇静,逼上梁山
acquaint,使熟知,报时,报晓,报数
indiscrimination,歧视,不置可否,旁观,不了了之
amplify,扩大,蔓延,切换,收缩
gallantry,勇敢,安分,百折不挠,明白
harden,使变硬,猪肉,集合,敲
compatible,协调,焦,溶化,溶解
equilibrium,平衡,动态平衡,抽出,现存
tender,嫩的,坚固,韧性,酥
accurate,准确,断章取义,笔误,不当
disciplined,遵守纪律,延缓,描绘,由暴力引起的
unstable,不稳定的,交通(量),可以,上演
subtract,减去,加长,裁军,补偿
approximate,大约,莫非,没有,不要
grind,磨碎,舀,打扫,掠过
fiction,小说,童话,十三经,短篇小说
floral,花的,哺乳动物,宠物,动植物
ferromagnetic,铁磁,流,不像,根本
equal,等于,不等,同辈,步调一致
receptacle,容器,名产,铁器,扩音器
squirt,喷出,月饼,使高兴,亦不可数)
topsoil,表层土,白天,离开正题,毁坏
junction,汇合处,地方,苏州,起点
deserted,荒芜,旺盛,空白,肥沃
fixed,不变,对付,定点,无理
entrenched,（权利、传统）确立的,细小,强劲,有意思
elaborately,精细,简朴,滑溜,机关
forbid,禁止,盖章,查证,批准
synthesis,综合,小结,研制,类推
exceed,超越,福利,不可逾越,操纵
bear,熊,美洲豹,豹子,老虎
subdue,征服,失利,哀兵必胜,不见
exertion,尽力,不够,痛快,没有
unrestricted,无限制的,无人,竭尽,全力以赴
appreciable,(数量或变化)很大的,花费,消散,重量
plumbing,（供水）管道系统,当令期,黄金,下层
exert,施加,加以,推动,寄予
fleeting,短暂,永远,一会儿,冰凉
harmonica,口琴,风琴,板胡,板鼓
bitter,苦（味）,宠爱,训练员,注视
diet,节食,攀升,涨潮,衰减
subterranean,下,个别,(向…发表)演讲,担心
weather,风化,自动化,合法化,多样化
depart,离开,缠绕,逼近,相隔
ionosphere,电离层,立方体,圆锥体,角落
unravel,弄清楚（秘密）,假设,外甥,指示
precarious,不稳定的,袋,握住,保卫
dimly,朦胧,清澈,透明,遥遥
emboss,加浮雕花纹于,有希望,有投票权者,祝
desert,遗弃,弃权,断送,埋没
peculiar,奇怪,保险,可能,偶然
anesthesia,麻醉,报仇,播弄,以牙还牙
feeble,微弱,深厚,险峻,顶天立地
commentator,评论员,医生,投手,裁判
negative,负的,执行者,主要,毛状物
