#word,meaning,option1,option2,option3
extra,额外,公共,个人,隔开
contribution,贡献,捐献,募捐,提交
heighten,加强,巩固,深化,衰弱
performance,演出,接生,人工流产,跑龙套
outspoken,坦白无隐,敦厚,公然,苛刻
ascertain,弄清,渎职,歪曲,画蛇添足
cutting,开凿,组成,鼎立,失效
dynasty,王朝,东晋,东汉,北朝
defence,防御工事,驱,大量,穿
flimsy,轻而薄的,骄纵,胆小,坚决
paralysis,瘫痪,不仁,堵塞,不省人事
baseball,棒球,擦边球,篮板球,乒乓球
harness,治理,采油,采掘,采煤
continuity,持续性,美味可口,供给,园艺爱好者
fragile,体质虚弱,因而,尘世,死的
minus,减去,淘汰,补票,补发
definite,明确,可疑,不法,合法
inland,国内,岛屿,亚洲,中美洲
assassination,暗杀,谋杀,杀害,毒杀
abet,教唆,摆弄,逼迫,勉强
anticlockwise,逆时针的,游行示威,眼泪,唤起
tranquilizer,安神药,猛烈,气息,还钱给(某人)
stick,粘着,弹吉他,悔恨,爬
polarity,极性,创造性,必要性,非盈利
decoration,勋章,印章,白蜡,证章
gaudy,俗丽,肖像,劣质,窗子
complex,综合企业,米,打包,说话
truant,逃学者,堆积,我们自己,使摇摆
guideline,指南,行动,玩弄,揉
cunning,狡猾,转弯,和约,热诚
herbivorous,食草,可靠,联营,简直
loan,借出,归还,预付,退还
campaign,战役,空军,战事,东北军
torrent,激流,状况,来历,事实
vain,自负,包揽,包产,辞职
granary,谷仓,资料库,储藏室,兵站
rig,伪造,挑衅,闹事,杜撰
evacuate,疏散,占先,抢先,成群结队
extort,强索,军医,(道路上的)交通安全岛,部分
raucous,（声音）沙哑的,人造,机动,精巧
decree,(专制君主的)命令,喜欢,相对论,给..导游
synchronize,使同步,缺点,(儿语)妈妈,极端
haul,拖,独奏,伴奏,弹琴
bunk,逃走,跟随,抱头鼠窜,出走
illustration,例证,先例,惯例,范例
pine,松树,森林,柳树,白皮松
insipid,乏味,正常,不伦不类,不规则
ludicrous,荒唐,操切,端详,识相
yelp,狺吠,不安全的,了解,大量
valve,电子管,二极管,喇叭,幻灯
communal,公有,组织,部门,一国两制
reticent,沉默不语,集会场所,绳子,上演
bilateral,双方,材积,学术界,政界
cogent,有说服力,盗窃,森林,屏幕
interior,内部,进程,序幕,问题
metric,公制,政策,独裁,制度
affix,粘贴,报税,报告,回报
essence,本质,基本,编队,伪装
sectional,节的,钝角,水平面,对顶角
orientation,定位,定型,平板,不合理
better,改善,复兴,更新,抓紧
comet,彗星,星云,白矮星,寿星
multiple,多样,不乏,应有尽有,过多
magnitude,巨大,牢固,美好,不在话下
ruthless,残酷无情,苛刻,不道德,率直
oxidize,氧化,简单化,情绪化,最大化
paternity,父子关系,义务,司法权,沉重
ripple,波纹,波峰,波浪,微波
boil,煮(沸),单独,家庭主妇,十五(个
trophy,战利品,证物,备件,物件
generous,慷慨,严厉,鄙吝,客气
shell,外壳,表层,表面,背面
setting,环境,生态,现象,空气
vigilant,机警,聪明,胆小,愚笨
fragment,碎屑,蠢事,家政,官司
pretext,借口,有意识,就是,无意
technique,技巧,才能,本领,本领
resign,辞职,兵役,顶住,退休
likelihood,可能性,伸缩性,性能,傲气
curtail,简略,琐细,无限,详细
propriety,礼节,葬礼,洗礼,礼貌
undulate,波动,和平,薄情,狂乱
justify,证明…是正当的,仪表,凉的,公共汽车
twilight,黎明,厂礼拜,病假,婚期
retort,反驳,诽谤,辩解,狡辩
withstand,抵抗,抵抗力,保卫,不可抗力
kin,血缘关系,乘客,旅游者,表亲
manifold,繁多,多糖,稀少,对偶
endorse,背书于,留下,沉浸,处于
yoke,枷锁,阻碍,长征,路径
melody,曲调,灰尘,调频,板眼
asset,有价值的东西,零活,损害,然后
galaxy,星系,数字网,广播网,广域网
exorbitant,过份,顶多,多于,多多
petunia,『植物』矮牵牛属,可可,必要条件,法国人的
predominantly,主要,便宜,无价,高贵
casualty,严重伤亡事故,全体,过节,恰好
abort,失败,不力,关门,成功
oriental,东方人,墨西哥人,土著,殖民
beard,胡须,眉梢,骨头,眉毛
luxurious,奢侈,用功,怠惰,断断续续
grin,咧嘴笑,厚厚一层(可数),存储,认出
dignify,故做显贵,安静,巡回比赛的运动员,(医生等的)意见
clip,夹住,)苦恼,问,以为
hump,隆起,翘,赤裸裸,悬
dial,刻度盘,堤,交换,无用
falter,(心)惊了一下,建议,扣紧,清洗用的
discipline,惩罚,刖,定罪,定案
autonomous,自治,治安,办理,代理
dwelling,住处,所在地,基地,工作站
scarcely,刚刚,独独,究竟,迎风
septic,受感染的、腐败的,军服,打,作战
armour,防护具,浴衣,制服,睡衣
hive,蜂房,办公室,阅览室,车厢
dam,堤,一队,合计,(疾病等)一次发作
slack,(,评论,(教育、慈善、宗教性质的)社会公共机构,讨论
renovate,更新,毒化,复苏,新生
inflammable,可燃,排列,(使)厌烦,十八个
anniversary,周年纪念,判定,宿营,披巾
scenario,(计划,信任,很可能,袖子
adopt,采用,用以,判定,识货
probe,探查,追查,调查,不准
mercy,仁慈,各国,那些,其余
dogma,教条,灵活性,短小精悍,顽固
typical,典型,恶劣,独一无二,不像话
misuse,误用,罄,操作,用法
diverse,不同,半斤八两,不等式,抗衡
flash,飞驰,奔走,蹦蹦跳跳,奔命
disdain,轻视、鄙视,一半,使安静,放映(电影)
fit,病发作,保卫,跟踪者,惯常
string,把…串在一起,达到,减号,战船
pass,关口,要塞,不毛之地,边卡
currency,通货,花边,辅币,钞票
groan,呻吟,呼吸,发声,呼
coral,珊瑚,首饰,花边,戒指
brass,黄铜,白银,白铜,铝
barge,平底载货船,拖船,独木舟,船上
detail,详述,论述,上述,描述
blend,掺和,腐败,冻结,解冻
glimmer,摇曳的微光,列举,获得,陈列
miracle,奇迹,莫非,决不,突然
capillary,毛细管,血管,静脉,脉搏
traitor,叛徒,阿波罗,反革命,白匪
dissolve,(使)衰弱,独身,天堂,震动
repetition,重复,随后,不至于,终于
pyrite,黄铁矿,它们,废气,豆渣
idiosyncrasy,特殊癖性或行为,一步,最大,擦亮
blunt,把…弄钝,化学师,农庄,运输
buffalo,水牛,羚羊,母牛,小牛
solidify,凝固,笨重,沉重,韧性
former,以前,今晨,前夕,往年
pose,姿势,姿色,步伐,觏
contradiction,矛盾,供应,需要,提供
bet,确信,认真,自信,信服
formation,组织,董事会,常委会,阵线
irony,讽刺,诱惑,摆弄,开玩笑
illiterate,无文化的(人),科学家,分析家,郭沫若
mackintosh,雨衣,冬衣,衬衣,背心
stitch,缝(合),庆祝,装置,焦虑
construction,释义,注解,简介,留言
ambassador,大使,外交部长,国防部长,议长
eject,喷射,溢出,堆放,降下
deadly,极有害的,无言,活动(范围),在…之中
piety,虔诚,温和,狡诈,转弯
queue,排队,列为,摆设,遍及
intrigue,密谋,打算,筹措,适意
entreat,恳求,哀告,刺探,试探
pharaoh,法老王,歌唱,无线电广播,行政区
integrate,合并,团结,已婚,未婚
havoc,大破坏,神经过敏,蓬松,肮脏
specialist,专门医生,胜任,空气,元(加拿大、澳大利亚等国货币单位)
plume,整理羽毛,交谈,捣毁,指示
fatuous,愚味而不自知的,成叉状,沙滩,发表
nominee,被提名者,大概,年幼,列举出
literature,文献,说明,便览,经典
layer,层,种种,棵,丘
glitter,闪闪发光,系统,白垩,出生
physiological,生理学的,桌布(可数),他,十一(个
value,评价,评比,点名,评估
defect,脱党,挣扎,拼命,冒险
edible,可以吃的,因,损害,量
dreary,沉闷,忧虑,暴跳如雷,忧郁
inject,注射,扎针,手术,补液
guardian,监护人,学籍,参议员,国籍
emergency,紧急情况,可能(性),满口,幸运
insoluble,不能溶解,恶心,使人伤心,打破
target,把…作为目标,拉紧,贴出,降低
orthopedic,整形外科,自从,不),轻触
style,风格,色彩,编目,编年体
disposal,处置,定罪,审判,拷打
slide,幻灯片,镜头,摄影机,拷贝
diminish,减少,补遗,补票,裁员
robust,坚定,不避艰险,不屈,明智
envision,想象,感激,思考,构想
original,最初,会期,后期,长期以来
dull,迟钝,毒化,不识时务,糊涂
steer,控制方向,水塘,溢出,钉牢
persevere,坚持,臆测,衡量,主持
ingredient,(混合物的)组成部分,配备,生活必需品,人事
decompose,分解,留言,手写,附笔
dub,授予称号,变调,高唱,歌唱
gloomy,阴沉,下雨,迟暮,秋高气爽
flavour,给…调味,惭愧,喜剧,认识
expertise,专门知识,技术,笔墨,才能
gracious,优雅,文明,破旧,浮华
organ,器官,指甲,蛋壳,肾脏
nil,零,导言,衣服的腰部,新鲜
premise,前提,必要条件,环境,现象
eye,眼力,力量,本能,智能
prevail,胜过,仅次于,超过,适应
agriculture,农业,中保,工程,航运
brisk,敏捷,半夜三更,不翼而飞,兵贵神速
oblique,间接,陆续,还是,顶风
typhoon,台风,雹子,和风,疾风
licence,许可,签证,禁止,盖章
achieve,完成,颁行,落实,例行
favour,偏爱,欢喜,爱国,心爱
mobilize,动员,召回,宣布,命令
resort,常去之地,碑林,不毛之地,境外
breach,违反,违例,违宪,违心
fortify,增强,赶紧,加快,加剧
evade,逃避,避免,赢得,荣获
alarm,警报,烟火,跷跷板,盒子
temporary,暂时,冰凉,热力,冰天雪地
outbreak,爆发,发出,消灭,销毁
meagre,瘦的,亏损,短缺,现存
bud,芽,花瓣,叶子,花束
relay,转播,播音,警钟,放映
wary,小心,放心,轻蔑,操心
hurricane,飓风,瑞雪,冰晶,东风
flock,兽群,鹌鹑,海狸,毒蛇
coin,硬币,邮票,锞,花边
telling,生动,无情,平板,沉重
throbbing,跳动,转动,摇摆,转来转去
augment,增大,浸透,增值,增长
misrepresent,误传,百无一失,不错,对付
superior,优越,不像话,差劲,高明
maniac,疯狂,不仁,狂热,瘫痪
inadequate,不充足的,恳求,保育员,专门小组
slum,贫民窟,课堂,科学院,妓院
privilege,特免,亲自,安置,内地(陆)的
confer,授予,施加,发汗,加以
turnover,翻覆,转动,摇晃,回旋
resilience,弹性,酸性,综合性,建设性
acidity,酸味,蓝色,白色,动静
cease,停止,关门,收盘,停火
awkward,笨拙,笨口拙舌,坚定不移,胆小
spiral,螺旋(形)的,转身,余震,颤动
diagnosis,调查分析,愚蠢,说,怨
conspicuous,显著,非官方,秘密,隐约
overdose,（药物）过度剂量,(使)摆动,(指人或行为)无情的,编辑
seminar,(大学的)研究班,盛宴,电话会议,常委会
invade,涌入,排出,入境,入门
polish,磨光,堵塞,不期而遇,通行
automobile,汽车,船只,舶,地铁
recall,回想,要求,求爱,追求
give,给予,导致,加以,促使
biodegradable,生物所能分解的,混淆,厚的,在远处
airconditioning,空气调节(装置),交换,邮票,会堂
tumult,混乱,嗷嗷待哺,神经过敏,贫困
sacrifice,祭祀,寻衅,闹事,安葬
decimal,小数,碑额,变量,流量
veterinary,兽医,先生,姥姥,新闻记者
suffix,后缀,冠词,论文,拳头
custom,习惯,不在意,着迷,迷住
temperate,自制,培修,制片,保修
philosophy,哲学,医学,高科技,科技
defendant,被告人(的),底部,昂贵,传播
apprentice,使当学徒,答案,直达,装运
convention,会议,全会,分会,舞会
dinosaur,恐龙,狮子,海豹,蝙蝠
supersonic,超声,重音,女高音,掌声
relief,浮雕,雕刻,题花,卷轴
meddle,乱搞,恳求,肯定,公认
fairly,相当,多于,差不多,进而
plankton,浮游生物,动物,原子核,量子
historian,历史学家,工程师,发明家,郭沫若
piecemeal,一件一件,使完整,结合,美好
monologue,独白,答词,谈话,不易之论
unique,独一无二的事物,向东方的,危及,移居者
spectrum,领域,地方,多头,材积
scrap,小片,松弛,破烂,饱满
yearn,向往,引咎,痛恨,自尊
cricket,蟋蟀,蟑螂,蚯蚓,蜻蜓
archives,档案,案卷,公文,检查
sail,帆,渠道,软弱,惦念
bowel,肠,排队,舒适,将…奉献(给)
foreseeable,能看穿的,(工厂)厂长,有价值的,叫
quaint,奇怪,娇媚,破旧,文明
passport,护照,执照,证据,证明
veil,面纱,床垫,丧钟,跑表
hazard,危险,安适,哀鸿遍野,安闲
steady,稳定,贞洁,太平,和平
as,像,研究生的,到一边,孵卵
accommodation,住处,基地,售票处,所在地
strenuous,费力,可以,艰巨,深奥
tertiary,第三世纪,第九,第十,第十二
mind,头脑,传统,竞争力,笔触
aquatic,水生,孵化,生长,产卵
compartment,小事,休息室,冰窖,边门
oval,卵形,大型,球状,无形
tension,拉力,武力,压力,万有引力
entry,进入,入境,注入,投入
geometry,几何学,课程,医学,高科技
pore,毛孔,裂缝,洞穴,鼻孔
dental,牙齿,板牙,声带,板牙
hang,绞死,镇压,剥夺,赦免
narrative,叙述,记述,阐述,列举
aroma,芳香,臭味,淡,斑驳
visible,看得见的,象征,标志,预兆
curse,诅咒,责骂,骂,竞争
fiance,未婚夫,女婿,老伴儿,太太
classic,)杰作,波谱,表格,时间表
diction,用语,语气助词,单字,谚语
radius,半径,百,完全,医学
supposedly,想像上,保险,并非,不见得
herbalist,草药医生,绝世美女,(雨)倾盆而下,不相似的
cuff,用手铐铐,商店,极讨厌的,摄像机
organism,生物,动物,离子,电子
sovereign,君主,承包人,股东,暴君
incline,倾斜,倚靠,蠕蠕,滑翔
productivity,生产能力,创造力,骗术,竞争力
jury,陪审团,教练,检察官,阿姨
exotic,奇异,不可终日,安土重迁,顿悟
aboriginal,(指动植物)土生的,正规,当教师,诧异
contract,(使)收缩,那些,价值,文件
fierce,巨大,衰弱,排山倒海,微不足道
avert,避免,避孕,防水,赢得
ransom,赎金,奖金,拨款,旅费
compass,指南针,伪证,财源,理由
bulk,容积,强度,经度,周长
tetrad,四分染色体,意识到,击中,花费
nostalgia,怀旧之情,肺炎,病灶,败血症
policy,保险单,存根,多数票,选票
plague,天灾,灾害,地震,饥荒
voice,表达,暗示,表态,形容
feat,功绩,勋绩,大功,伟业
specific,特定,空前,非常,盖世
ptolemaic,天动说的,坛,银河系,在...的整个期间
occasional,偶然,说不定,不够,不出所料
transparent,透明,清澈,边远,白纸黑字
exacerbate,加重,巩固,增强,弱化
enclosure,附件,抄件,草案,地图
misappropriate,盗用,罄,用法,用以
traverse,横断,男主人公,插头,说话
tentacle,触角,熊掌,尾巴,犄角
lag,落后,建设,败坏,例行
slice,薄片,芯片,气球,洞窟
brittle,易损坏的,函告,藐视,采
bring,拿来,动摇,传染,轰动
compose,构成,缠绕,互通,并联
national,民族,贝尔格莱德,石家庄,种族
mucous,粘液性的,胆汁,糖浆,矿泉水
clockwise,顺时针方向地,精华,敷设,钟点
tributary,支流（的）,存储(器),停止营业,钞票
pragmatic,实际,照样,真正,莫如
quash,取消,解除,免职,解散
outrageous,骇人听闻,不得人心,动人,不足
assemble,聚集,握别,分别,团圆
cynic,愤世嫉俗者,无线电话(电报),周,致意
uncalled-for,越分,亏损,现存,足够
embassy,大使馆,办事处,总政治部,政权
hobby,兴趣,兴致,梦魇,气味
arbitrary,专断,大公无私,步人后尘,公正
volcano,火山,巫山,峨眉山,山崖
oppose,反抗,不可抗力,抵抗力,保卫
bargain,买卖合同,外贸,对外贸易,流通
utilize,利用,辨别,识货,用法
recreation,娱乐,欣赏,猜谜儿,周游
reappraisal,重新估计,使人激动,特性,饭店
destiny,命运,桃花运,幸运,薄命
escalate,(使)逐步上升,书名,病,群
vary,有变化,个人,抽出(时间),养育
loath,不情愿的,开玩笑,诱惑,强制
monumental,不朽,吃不开,暗无天日,好看
instrumental,仪器,水平,木版,罗盘
errand,差使,调集,裁并,改组
procure,促成,使得,免疫,给予
gradual,逐渐,临时,按时,光是
arc,弧,在…下面,咖啡茶,生客
terrace,梯田,桃园,庭园,果园
fibre,纤维,矮胖,宽阔,中等
swear,诅咒,顶撞,竞争,骂
prefix,字首,猛力,有苦味的,法语
score,分数,因子,奇数,函数
overthrow,推翻,鞭挞,公认,了解
rebellion,反抗,冲击,抵抗力,不可抗力
consistent,相容,溶化,冷却,溶解
carbohydrate,碳水化合物,滋养,表语,谓语
vibration,振动,回旋,摆动,跳动
bare,赤裸,覆盖,赤足,凹陷
apprehension,焦虑,背包袱,痛苦,不是味儿
gland,腺,被,外甥,树干
statute,法规,合同,法案,司法
wreck,毁灭,恢复,解渴,缓解
allegation,见解,意念,偏见,异议
justification,正当的理由,房间等),分,反对者
adverse,敌对,紧紧,不即不离,单一
municipal,市的,同胞,国有,个人
masquerade,化装舞会,用星号标出,理解力,告发
proposal,建议,审议,召回,呼唤
quench,止(渴),不愿,演出,防止
handcuffs,手铐,枷,脚镣,斧
persecute,迫害,有益,无害,不利
solidarity,团结,崩溃,已婚,未婚
anthropology,人类学,医学,科技,课程
transgress,冒犯,骗取,触怒,侵扰
accessory,附件,申请书,地图,备忘录
alluvial,冲积,遍布,遍及,排队
validity,合法(性),十七个(人或物),官员,治疗
collision,碰撞,刺激,转身,着
dwell,凝思,幻想,变法儿,绞尽脑汁
palm,棕榈(树),急速行进,(使)扎根,在附近
stereotype,模式化,押韵,定规,规矩
imposing,难忘,挂念,记得,惦念
outcome,成果,政绩,成就,污点
grip,掌握,督导,独占,遥控
diplomat,外交家,工程师,学者,制造者
whistle,用口哨/喵吹奏,总管道,如何,经营
politic,慎重,漂浮,断断续续,耐心
adverbial,副词(的),在商业区,击中,热量
helium,氦,运载工具,资料,咳嗽
gallery,长廊,过道,渗沟,栏杆
defer,听从,违反,违心,违例
erratic,古怪,不知所云,机密,公开
differ,意见不同,秘密,搁,动力
palpitate,（心脏）急速而不规则地跳动,纽带,隔开,(需)花费
renaissance,新生,勃兴,败落,衰败
asterisk,星号,商标,编码,记号
donation,捐赠物,介意,人类,能
caustic,腐蚀性的,罪恶,赤裸裸,刚直
rail,)铁路,发现,利益,增强
dash,猛冲,致敬,冲突,叩头
conflict,斗争,投奔,漂流,奔走
limb,翼,宫,补助金,栽培
cosy,暖和舒服,归于,一包(洗的衣物),(使)弄湿
sewer,排水沟,平台,院子,渗沟
bathe,洗澡,糊,清洗,荡
tranquil,宁静,不好意思,迫不得已,从容不迫
mania,癫狂,不省人事,麻木,瘫痪
whirl,(使)旋转,闪电般的,剥去...的皮,印记
scandal,丑闻,家务,别的,蠢事
status,地位,岗位,不正之风,习惯
periodically,定期,无限期,闲暇,业余
gang,一群,同伴,街坊,游伴
detrimental,损害,不可逾越,防止,不利
bar,闩上,奴役,步骤,不存在
crutch,帮助,安慰,慰问,补助
referendum,公民投票,考试及格,平衡,引导
marsh,沼泽,岛屿,亚洲,半岛
refute,驳斥,非议,辩白,谈论
polio,((口语))小儿麻痹症,烤,屹立,性急
detain,阻止,困扰,搅乱,纠缠
defiance,蔑视,安之若素,并重,保重
cripple,使跛脚,让给,感到舒适,出现
contestant,竞争者,审讯,无生命的,机能丧失的状态
lament,悲伤、哀悼,盘,安逸,鼓
determine,决心,着急,对得起,恐慌
renovation,修理,培修,压制,研制
facsimile,复制本,样本,中文版,超文本
platform,讲台,主席台,陵墓,柜台
detest,深恶,抱怨,爱国,厌倦
pad,加衬垫,终于,只...),加倍
venture,冒险,补救,变节,拼命
offset,弥补,补票,补偿,加油
spokesman,发言人,代理人,专员,调解人
embargo,对…实行禁运,荒唐,街区(四条街中间的区域),南方
literacy,精通文学,使(某人)有思想准备,千分之一米,不足道的
sober,清醒,伤亡,睡着,冬眠
foundation,基础,底线,水准,壁垒
humidity,湿度,透明度,冰点,力度
snatch,抢夺,绑架,盗窃,犯罪
pharmacy,药房,宾馆,奶牛场,摊子
diversion,转移,交换,变速,变调
heave,抛,脸,声音,编织式样
rehearse,预演,记载,描摹,表示
rejoice,庆祝,恭贺新禧,道贺,应付
molten,铸造,锻造,镀,拔丝
affection,感情,遥感,酸痛,直觉
diagram,图解,说明,援引,留言
fetus,胎儿,阴户,血管,阴茎
combustion,燃烧,烧毁,燎,呜咽
converse,交谈,长谈,对话,密谈
cumulative,累积,结帐,报销,转帐
activate,使活泼,吟咏,题词,(复)被褥
untimely,过时,古老,现有,崭新
invaluable,极为贵重,卑鄙,胜利者,基本
recession,商业萧条时期,按兵不动,鼎盛,和平
idiot,白痴,半吊子,废物,笨蛋
stigma,烙印,光彩,纪念奖,收获
cellar,地窖,教室,图书馆,更衣室
bull,大型(的),热衷,预知,沿着…而下
plunge,使陷入,使受伤,使变凉,橙色
corresponding,相应,遗留,容易,存在
apathy,漠然,不耻下问,恭顺,索然
defeat,战胜,解决,铲除,横扫
elusive,难懂,在…上,出现,高价
encounter,遭遇,扭转,遂,分享
organization,团体,人事部门,电视台,办事处
hitchhike,搭便车,雪,场地,山羊
furnish,装备,备战,叛卖,背叛
definition,定义,笔录,贬义,病理
phenomenal,异常,远景,幻影,全景
colonnade,柱廊,疾走,和…接界,收成
mantle,披风,大衣,衣装,西装
architecture,建筑式样,在..之上,撕裂,轻(快)
detract,减去,补票,裁军,补遗
delinquency,失职,失误,搅混,本末倒置
consequent,必然,担保,毕竟,不再
overlook,忽略,松弛,疑惑,习以为常
rescue,救援,对象,(表示方向)到,书商
potion,波掀洒,专门技能,区域,(法庭中的)书记
inquire,调查,侦查,追查,禁止
convert,使转变(转化),在...附近,存储,增进
predictable,可预言的,投下,再次,重复
fraught,充满,包藏,席卷,容纳
recapture,取回,摧毁,占据,击败
ancestor,祖宗,叔叔,猿人,继任者
sturdy,强健,步履维艰,衰弱,通红
butcher,卖肉的人,教士,白匪,阿波罗
transit,通行,堵塞,通风,摩擦
scenic,风景,格式,蜃景,中式
journalist,记者,媒体,姥姥,护士
intermittent,断断续续,字斟句酌,懒惰,浪费
nostril,鼻孔,洞穴,鼻儿,空儿
scrutiny,仔细的查验,斯文,口授笔录,旋转
variation,变奏(曲),少于,领域,他
environment,环境,生态,空气,现象
swift,快的,迟到,半夜三更,疾驰
logistics,后勤学,提,敌人,嗥
pace,速度,深度,科学院,海拔
segregate,(使)分离,(盛液体或气体的)箱,担忧,担心
cue,(给演员等所作的)提示,双重,金黄色的,看法
dock,(使船)靠码头,漫不经心,有恶意的,晚上十二点钟
plaster,在…上抹灰泥,最后,拖曳者,无优无虑
terse,简洁,板结,半半拉拉,柔软
brace,支柱,标桩,顶棚,圆柱
malice,恶意,滋味,灵魂,恶感
compile,编辑,编印,校订,摘录
avalanche,雪崩,撕毁,断裂,破坏
conquer,克服,消灭,休息,解渴
stipulate,要求以…为条件,邀请,实践,违约
remnant,残余物,外表,浓的,休息
neurotic,神经病患者,野外,惯常,来宾
urbane,温文尔雅,宾至如归,热情,实在
butterfly,蝴蝶,熊蜂,蜘蛛,黄蜂
motivate,作为…的动机,给,总的,履行
alphabet,字母表,清晰,局,包裹物
forfeit,丧失,消灭,灭绝,失去
adhere,依附,平等,证验,同龄
dissertation,论文,墓志铭,碑记,摘记
eventually,终于,定然,随着,刚刚
finicky,苛求,渴望,追逐,向往
malpractice,渎职,安分,大刀阔斧,百炼成钢
sink,(使)下沉,学校,(指人)离别,在的上方
recycle,再制造利用(废物等),遭遇,工会,几个
elite,中坚,不痛不痒,贵重,无价
explore,调查,侦探,追查,禁止
considerable,值得考虑,禁止,(某方面的)能手,红棕色的
bespectacled,带眼镜的,盘问,极少量,轨道
impetuous,冲动,动心,感激,感恩
opt,选择,采样,采种,招致
membrane,薄膜,碧血,瓣膜,血液
procedure,程序,体制,框架,首次
unthinkable,不可想象,乘,局,完全
buzz,按铃叫人,运输系统,命令,击
dairy,牛奶场,贵族,叹气,估量
opportunity,机会,关键,为时,照常
cape,海角,木制,集会场所,信仰
emerge,(问题)冒出,名单,厉害,战争(状态)
clinical,门诊,疫苗,按摩,防治
snout,鼻部,祖母,威胁,弄乱
maintenance,保养,安神,调治,补血
item,(新闻等的)一则,踝关节,对,点缀
resemble,类似,南辕北辙,俨然,一般
goal,进球得分,外甥,列举出,行车道
influential,有权势的,种类,桥牌,费用
segment,段,应有尽有,总体,大多数
hence,今后,明日,先后,一会儿
uneven,不平,罢论,满意,不安
significant,有意义的,轻微,尖锐,鞭辟入里
participant,参加者,伴侣,一起,游伴
flame,热情,彬彬有礼,不亢不卑,爱面子
cash,现金,收益,罚金,消耗
choral,合唱队的,在楼下,取代,确定
choir,(教堂里的)唱诗班,到国外,年长,植物
reinforce,加强,安定,变本加厉,缓和
trick,诡计,策略,巧计,战略
nucleus,核心,没关系,紧急,无价
moustache,(嘴唇上面的)胡子,月亮,走下坡路的(地),喊
socket,插座,柄,耳子,星体
strategy,对策,战略,百年大计,巧计
slaughter,屠杀,暗杀,赌博,谋杀
hit,打中,殿后,抢先,落
detach,分开,久违,纠集,集中
fame,名誉,名望,众望,反响
morality,道德,美德,兽性,灵魂
hold-all,手提箱,风箱,信箱,听
propaganda,宣传,颁布,动员,责成
brainstorm,(短暂的突发性)精神错乱,位于..顶部,配备,共用
launch,发射,笔试,上学,半工半读
communicate,交际,滑雪,斗智,胜利
emit,散发,发出,爆发,重现
hydraulic,水力,抵抗力,动力,魅力
scenery,风景,公式,蜃景,装饰
gale,狂风,台风,冰晶,风
infection,影响,激动,动摇,轰动
commentate,评论,点名,评比,督促
denote,指示,小结,命令,法令
wither,枯萎,开放,发芽,吐穗
guild,(互助性质)协会,可鄙的人,规划,宽裕
part,断绝(关系),很可能的,强暴,有关系的人
flask,瓶,腐败,过于,纠正
biography,传记,小说,笔谈,特写
clarity,清楚,洞察,忘记,挂念
vein,叶脉,不完全叶,叶子,红叶
dawn,开始出现,夹克,(非法)交易,划分
metallurgy,冶金学,使落空,注意,这时
mutual,相互间的,前端突出部,卫星(于本文中作形容词用),(艺术等的)风格
designate,指派,改组,编遣,分配
tolerate,宽恕,关注,不惜,宽容
brood,郁闭地沉思,基地,变得,（水果、蔬菜、肉等的）汁
hospitality,好客,殷勤,不吝,傲视
screw,螺旋桨,舵,冰橇,桨
redistribute,重新分配,(存)在,旅游,(食物等)精华
proceeding,[,记成绩,有趣,职务
interplanetary,行星间的,粗心,目的,寂静
fountain,喷泉,水池,雨滴,泳池
topple,倾覆,改良,复苏,放松
obedient,服从的,(病)发作,重型,晚上十二点钟
agony,(极度的)痛苦,群,白色,引起
highlight,最重要的部分,艺术家,每个,摄影者
deduce,推断,主张,公认,坚持
crumble,瓦解,别离,久违,联合
jerk,猛地一拉,级别,领导,暴涨
indifferent,平常,简易,不错,患难
semblance,外貌,状况,奇观,壮观
spectacle,)眼镜,高兴,辩解,十七个(人或物)
stationary,固定,莫名其妙,机械,活动
prophet,预言家,无产阶级,劳动者,改革者
rheumatic,引起风湿症的,收获,技能,设计规划
infringe,违反,遵循,嘉许,触犯
conceive,计划等),绞尽脑汁,研究,感到
marital,婚姻,轶事,奇事,危险
husky,声音沙哑,逃跑,把...弄干净,卡住
contest,争论,丑化,讽刺,笔战
defy,公然反抗,加糖于,学年,支持
predisposition,倾向,拥戴,可以,半信半疑
alongside,在旁边,网球运动,以为,俯冲
ditch,摆脱,退役,脱离,加入
ornament,装饰,克隆,酿造,制作
spotlight,聚光灯,三棱镜,镜子,凹透镜
faint,暗淡,清澈,黑暗,白纸黑字
blank,空白,旺盛,饱满,稠密
tract,地方,伪书,剪报,参考书
inspection,检查,竞选,遴选,警告
factual,事实,巨流,洪流,多头
breed,种类,广域网,数字网,电话网
eddy,漩涡,微波,火,波峰
secondary,第二期的,契约,答案,其次
synopsis,摘要,笔记,笔录,手写
void,无效,使得,隐约,手提
demolition,破坏,崩裂,分裂,打破
responsive,敏感,灵活性,卑怯,笨口拙舌
trunk,树干,病株,亚麻,蕻
stress,强调,告诉,禀告,报捷
shed,(散)发出,治愈,敏锐,天堂
uniform,制服,夹克,毛衣,雨衣
persist,坚持,推论,感觉,觉得
due,应得,避讳,得出,防水
stuff,填满,包容,突显,包含
reckless,粗心大意,掉以轻心,谨慎,懒惰
dump,倾倒,陨落,剥落,滑落
calamity,灾害,幸福,不幸,桃花运
nibble,一点点地咬,金的,那么,收成
bust,使爆裂,扰乱,俘虏,侵占
mall,购物中心(或商场),实验室,(感情等)支配或控制(某人),丘陵(地带)
navigation,航空,巡航,搭乘,对开
