#word,meaning,option1,option2,option3
definite,清楚,忘记,精通,洞察
strut,趾高气扬地走,温柔,运河,］急流
abet,教唆,摆弄,愚弄,勉强
augur,占卜,揭发,保佑,弹劾
backwater,死水,水滴,滤液,胆汁
tranquilizer,镇定剂,可能,耳,说话
neurology,神经学,决定,照相机,消防人员
polarity,极端性,尤其,信念,制图表
hapless,不幸,发迹,顺利,好运
crudity,粗糙,雌雄,自动,精致
gaudy,俗丽,相对性,披巾,开端
impugn,指责,保密,批评,引咎
crinkle,(使)变皱,瘦的,偷盗,描绘
tamp,捣实,为...做广告,秘书,(角或温度的)度数
crab,抱怨,哀怨,引咎,爱憎
rejoicing,欢乐,大快人心,狂喜,悲壮
nonentity,无重要之人或事,流畅,人力,交流(思想等)
relenting,减弱,巩固,改善,软化
arraign,指责,引咎,揭发,隐瞒
cunning,欺诈行为,镀银,会,筐
puerile,幼稚,近视,外行,博闻强记
herbivorous,食草,这(那)个,盗窃,面对
psychoanalysis,精神分析,若干,时间,奔跑的人或动物
cerebration,用脑,构想,感激,拿主意
turret,塔楼,宫殿,城楼,大楼
campaign,竞选活动,荒芜,电影,(安然)度过(暴风雨、难关等)
arcade,拱廊,(使)凸出,第十一(个),犯愁
desecrate,玷辱,拼命,效忠,从事
invidious,惹人反感,采,皮箱,浇灌
misplace,把...放错位置,(色彩)浓艳的,播种,即
meld,混合,传输,交叉,围绕
infiltrate,渗透,堵车,阻隔,通风
vain,徒劳,难以,白白,便当
granary,谷仓,兵营,发电厂,武库
rig,伪造,捏合,伪托,表现
uninhabitable,不适于居住的,费,学院,使产生
evacuate,撤离,逝去,走开,渡河
lackadaisical,无精打采,不用,不够,痛快
sojourn,逗留,度过,迁徙,迁都
ode,长诗,十四行诗,歌词,对联
intermission,暂停,休会,并举,休战
antihistamine,(治疗过敏的)抗组胺剂,内容,涉及,同伴
malfunction,发生故障,声音,获悉,最差
extort,强索,剽窃,压迫,投机
raucous,(声音)沙哑的,雌雄,粗糙,活动
prate,瞎扯,出口,喋喋不休,倾倒
desiccant,干燥剂,薪金,做礼拜,银行工作人员
decree,命令,提倡,宣传,宣布
synchronize,使同步,船员,工厂,碰巧
undefined,未下定义,(工厂的)车间,出生,入口处
pine,松树,白杨,树林,枞树
ballerina,芭蕾舞女演员,低劣,风俗,谈话
milestone,转折点,时机,照常,为时
insipid,乏味,例行,可怜,不对
floppy,松软,紧紧,韧性,冻僵
tremulous,颤动,运转,余震,旋转
porcine,猪的,经过,累的,用…(表示)
ludicrous,荒唐可笑,跟踪,小冲突,对…进行考查
valve,活门,弹簧,皮带,活塞
communal,全体共用,忍受,采纳,挨打
reticent,沉默不语,国民,(使)变化,最初
loosen,变松,戴,披,拆卸
cogent,有说服力,信条,惊奇,品行
misperceive,误解,爱护,相识,咀嚼
folly,愚蠢,不避艰险,便宜行事,智慧
finch,雀科鸣禽(如燕雀、金丝雀等),／,(非正式)抓住,公斤
deviousness,道路弯曲,美好,向前,友好关系
apologize,道歉,酬劳,让路,报国
limestone,石灰岩,板岩,碎石,化石
bricklayer,砌砖盖房者,木匠,裁缝,监督者
warmonger,好战者,阿波罗,反革命,白匪
fawning,奉承,媾和,任凭,说服
viaduct,高架桥,耕地,吊桥,胡同
overrule,(高位的人)否决(低位的人或事),筑坝,糖果,刺戳
immaculate,洁净,失调,神经过敏,一触即发
affix,粘上,通向,压迫,支票
essence,本质,要点,排队,基石
woeful,悲伤,痛苦,悲喜交集,狂喜
plait,发辫,假发,鬓角,毛毡
vacuous,发呆,感叹,哀叹,暗送秋波
orientation,定向,注定,未婚,众志成城
bestial,野兽,牺牲,熊猫,耕畜
diva,歌剧中的女主角,一代,健美,体操馆
rudder,船舵,迅速,天堂,着迷
comet,彗星,北斗星,星云,地球
rile,激怒,缠绕,困扰,打扰
repress,抑制,支配,范围,超过
inelastic,无伸缩性,扩音器,攻击,充满活力
measles,麻疹,肺炎,肝炎,流行病
insinuate,暗指,发表,表态,志
unobtrusive,不引人注目的,错误,滚筒,遥远
spinster,未婚女人,象袜子一样的东西,措施,工作周
bruit,散布(谣言),大陆,技巧,摸上去有…感觉
microscope,显微镜,板刷,镜子,拖把
flinch,畏缩,吃惊,奇怪,余悸
interplay,相互影响,效果,户外,调查者
multiple,多样,区区,不乏,微不足道
canine,犬的,独自,电极,(接连地)打
magnitude,星球的光亮度,来自北方,新来,第二十
elegy,哀歌、挽歌,而,手段,从不
mosque,清真寺(伊斯兰教的寺庙),行业,胃痛,继母
disciplinarian,严行纪律的人,轨道,无用,机会
oxidize,氧化,多极化,自动化,变性
cub,幼兽,十分,杯子,向东方的
bench,长凳,床铺,吊床,球台
bracing,令人振奋,十八个,年龄较大,但愿
cold-blooded,残酷,人道,什么,罪恶
ripple,起涟漪,粗暴,钥匙,糖果
trophy,奖品,必需品,禁品,物品
generous,慷慨,大方,客气,骄矜
contagion,传染(病),立刻,联合,美好
nettle,烦忧,愤慨,大发雷霆,担忧
shell,贝壳,器官,肝脏,指甲
musicologist,音乐学者,(使)变厚(或粗),条件,回
alias,化名,交替,改装,转向
incisive,一针见血,预言,长谈,密谈
feigned,假装,喘气,喘息,悬
vigilant,机警,糊涂,明白,愚昧
fragment,分裂,不辞而别,互联,聚集
pretext,借口,共同,专程,就是
interminable,无尽头的,论证,锻炼,大学
resign,辞职,负担,兵役,退休
vaunt,吹嘘,解答,吹牛,夸耀
forebear,祖宗,叔叔,同辈,大娘
disfavor,不喜欢,各人,前面,个性
curtail,削减,裁军,补票,补发
belongings,所有物,家事,不动产,半价
puny,弱小,壁垒森严,波澜壮阔,微不足道
agronomy,农学,科研,科学,科目
taciturn,沉默寡言,激发,唉声叹气,暗送秋波
propriety,礼节,传统,开幕式,无礼
undulate,波动,繁华,多情,安居乐业
justify,表明...是正当的,巧克力,签(名),海员
magisterial,威风,险峻,不在话下,牢固
sequestrate,扣押,捕获,搜捕,不打自招
orthodontics,畸齿矫正学,好,难事,准备好的
retort,反驳,丑化,议论,争执
factious,有派性的,体制,轻拍,兜售
corroborate,强化,增长,转运,安定
internecine,内讧,好战,挑战,应战
secret,秘密,可疑,官方,非法
fertilize,施肥,说话,快的,倒坍
transmit,传送,酬谢,催促,答谢
birch,桦树,关闭,钞票,七
withstand,顶住,包产到户,自负,退休
kin,家属,爹爹,姻亲,表亲
swarthy,(皮肤等)黝黑的,弄脏,一个地区的生物,追上
manifold,繁多,所有,对偶,多糖
endorse,赞同,信赖,信仰,半信半疑
domesticity,家庭生活,钞票,科学(上)的,边(缘)
feint,佯攻,不可抗力,阻抗,围攻
winsome,媚人,可恨,可怕,富于
coquette,卖弄风情的女子,住宅区,扰乱,实用
footloose,自由自在,试图,安慰,计划
superimpose,加在上面,健康,授予,有
mariner,水手,技工,司机,帮工
wizened,干皱,到一起,下决心,刹车
yoke,控制,超过,不可逾越,封锁
boor,举止粗野的人,如雪一般地落下,包装,等级
melody,歌曲,哀乐,悲歌,音乐
passivity,被动性,抚养,题词,发表
asset,财产,物价,股价,高价
hem,袖边,适应性,惩罚性,相似性
fraudulent,欺骗,兵不厌诈,欺瞒,庇荫
implode,内爆,裁员,补发,补票
galaxy,(银河)星群,合适,敲,注意
dashing,活力,劳动力,武力,财力
exorbitant,过分,一定,无比,最少
eulogistic,颂扬,取笑,违心,触犯
petroglyph,岩石雕刻,情报,意见不一,公民(个人)的
saccharin,糖精,甜点,果酱,饼饵
ensnare,诱入陷阱,高兴,所有制,(法、美)十亿
casualty,伤亡者,老百姓,残废,跛子
recurrence,重现,涌现,呈现,并发
stance,站姿,在近旁,在中间,卫星
subdued,(光和声)柔和的,放松,复苏,衰弱
inverse,倒转,这么,还,哪里
grin,露齿而笑,该,…岁,母鸡
clip,夹子,表皮,心灵,印记
echelon,(军)梯队,废物,(水,地震
earshot,听力所及范围,仅仅,矮,使摇摆
untoward,不幸,避坑落井,不利,暴发
tycoon,有钱有势的企业家,牛顿,鲁迅,哥伦布
spat,口角,殴打,顶撞,斗殴
fetid,有恶臭的,优秀,担心,试用
falter,支吾地说,使人惊奇,议定,隔开
polished,文雅,操切,安稳,步步为营
septic,受感染的,颁行,振兴,掉队
exigency,危急关头,浓的,更坏(差)地,伙伴
hive,蜂房,礼堂,衣帽间,暗间儿
internment,拘禁,劳教,逼供,监禁
flak,高射炮,弹药,左轮手枪,手枪
slack,懒散,疲惫,高昂,喘息
renovate,翻新,勃兴,转运,改善
functionary,小官,烟草,奖品,买得
aperture,孔隙,点,节点,空儿
inflammable,易激怒的,块,裁决,模型
libation,奠酒(给神献酒),变成,抄本,一点也不
taper,(长形物体的)逐渐变细,苹果树,(使)发脆,负担
musty,发霉,冻结,褪色,解冻
sinuous,蜿蜒,恐惧,顶替,试图
scenario,剧情说明书,传记,小说,散文
teetotal,滴酒不沾,稀奇,栅栏,文雅
adopt,收养,抚养,遵守,抱养
epicurean,享乐主义,伦理,场面,胆量
compendious,简洁,冻僵,零落,柔软
impudent,鲁莽,漂浮,密切,疏忽
paleography,古文字学,汇合,处罚,启事
gusher,喷油井,询问,大变革的,肤浅
probe,探索,研究,定量分析,科研
excavation,被挖掘之洞,抽,撕裂,堵塞
ostracize,放逐,开刀,赦免,处决
impasse,死路,途径,独木桥,长征
culpable,有罪,特别,不公开的,动作
penalize,处罚,检查,授勋,开除
dogma,教条,对答如流,无所不能,敏锐
insuperable,难以克服,等同,理发,分
misuse,用错,罄,用法,操作
diverse,不同,同期,差不多,不等式
positiveness,肯定,到底,自然而然,忽然
inflexible,不可弯曲,丛林,舆论,里面
decadence,衰落,当作,就是说,安步当车
axle,轮轴(连接两个车轮的轴),不像,篇,巢
disdain,轻视,无所谓,保重,歧视
dislodge,逐出,截至,关门,停车
heliotrope,向阳植物,悬挂,预期,女王
nonconformist,不遵照传统生活的(人),自动售货商店,到…程度,深切
tonsorial,理发师的,凉快,调治,装扮
coterie,(有共同兴趣的)小团体,引起注意,感觉,荒谬
hurly-burly,喧闹,拥挤,荒凉,独身
padding,衬垫,帐篷,帱,摆钟
sever,切断,失效,对峙,鼎立
turgid,浮肿,复活,咳嗽,疼痛
prevailing,盛行,传说,中继,谣传
groan,呻吟,发音,呼唤,抽烟
primacy,首要,昂贵,难得,无价
puckish,淘气,悲观,不羁,大方
barge,平底货船,货轮,独木舟,拖船
imprecation,咒语,谶,忠告,预言
revelry,狂欢,画展,打牌,戏耍
progenitor,祖先,大娘,继任者,伯父
slay,杀,谋杀,盗版,结果
flit,掠过,打扫,舀,擦洗
anathema,诅咒,责骂,骂,竞争
unalloyed,未掺杂的,有些,彻底,一半
glimmer,摇曳的微光,大量,一贯,冷的
recumbent,侧卧,依偎,倚靠,弯腰
capillary,毛细血管,动脉弓,丹田,静脉
traitor,卖国贼,反革命,屠夫,凶手
admissible,可容许的,他自己,灰蒙蒙的,(墙壁
forsake,遗弃,卷入,舍命,断送
dissolve,使固体溶解,技艺,内科,沉默
idiosyncrasy,特殊癖性或行为,圆的,用梳子梳,面试
blunt,是变钝,牧师,傻子,地(面)下的
hector,凌辱,引入,欺凌,践踏
pose,摆姿势,身份,把…藏起来,并且
chuckle,轻声地笑,不管,指责,忙
geneticist,遗传学家,工程师,研究员,研究者
wobble,动摇,震动,轰动,影响
formation,组织,委员会,人事部门,常委会
dignitary,显要人物,故意拖延,支援者,拼法
muffler,围巾,便鞋,袜子,布鞋
irony,反话,说法,对白,答词
illiterate,文盲,雕刻家,政治家,生物学家
overpower,制服,泳衣,中山装,背心
mackintosh,防水胶布,抚养者,完全,边缘
envious,满怀嫉妒,听力,欺骗,敏捷
recapitulate,扼要重述,逃走,完美,冰淇淋
philanthropic,博爱,厌倦,爱慕,不共戴天
carol,赞美诗,十四行诗,民谣,歌词
stitch,缝合,绷,刺绣,缝纫
plod,重步走,大部分,放,纸板
shrivel,枯萎,发芽,吐穗,跛足
deprecate,反对,克服,拥戴,容忍
brawny,(人)强壮的,谈话,义务,招待会
falcon,隼,莺,猫头鹰,鹌鹑
ellipsis,省略,鞭辟入里,调和,繁复
eject,喷出,停火,截至,止血
disapproval,不赞同,猜疑,容忍,不由得
profusion,浪费,节省,抽出,白费
disaggregate,分散,为首,领先,不欢而散
muggy,(天气)闷热而潮湿的,工作者,邻居,零件
execrate,憎恶,厌倦,头痛,不共戴天
unbiased,没有偏见,想要,年轻,议院
regressive,退步,渐进,例行,堕落
piety,虔诚,暴烈,听说,忠于
starvation,饥饿,冬眠,打喷嚏,醉
disfunctional,功能失调,再会,有金属特性的,注意到
queue,长队,财团,代表团,协会
stymie,妨碍,加以,推进,范围
crotchety,脾气坏的,非常,蹩脚,分级
intrigue,密谋,计划,图谋,合意
oncologist,肿瘤学家,正直,拖,珊瑚色的
obituary,讣闻,海报,通告,报告
recollection,记忆力,推动力,创作力,高技术
rampart,壁垒,底线,限于,基础
encumbrance,妨碍物,复杂,鞭辟入里,动态平衡
entreat,恳求,干涉,哀求,探路
caress,爱抚,写,打碎,拍打
percussionist,敲击乐器乐师,时代,全民,银行
upbraid,斥责,保密,引咎,揭发
inordinate,过度,尽管,更加,顶多
travail,艰苦劳动,悲愤,忧虑,忧郁
integrate,使成整体,开始变得,打雷,思考
syndrome,综合症状,全盛期,猜测(想),目标
havoc,大破坏,艰难,污染,丰衣足食
ogle,送秋波,编(织),宣称,鹰
plume,羽毛,鞭毛,毛,毛毡
debunk,揭穿真相,败露,关门,盈余
fatuous,愚昧而不自知的,小胡子,热病,堆
unearth,发现,精通,洞察,知悉
rivalry,竞争,责骂,诅咒,骂
glitter,灿烂的光华,往那儿,操纵,武器
cloister,修道院,寺院,殿堂,清真寺
rebuttal,反驳,辩解,雄辩,争执
navigate,航海,巡航,飞行,航行
approbation,称赞,抵制,拍案叫绝,违宪
gallows,绞刑架,斧,本生灯,枷
cynicism,愤世嫉俗,爱憎,博爱,厌倦
implausible,难以置信,信赖,羡慕,半信半疑
morass,沼泽地,北美洲,草地,内陆
defect,缺点,优点,私利,裨益
windy,长篇累牍,看名胜,每日,封条
levity,轻率,不耐烦,安稳,实在
habituate,使习惯于,你(们)的(所有物),(军事)行动,愿意做
dreary,沉闷,赌气,犯愁,忧郁
sidesplitting,令人捧腹大笑的,等等,最好,售书员
incarcerate,下狱,被捕,画蛇添足,自食其果
loft,阁楼,套房,宿舍,农舍
emergency,紧急事件,毛纺,电影,有些
skiff,轻舟,船上,巨轮,货轮
overpowering,压倒性的,挽救,鞋内衬垫,板
beguile,欺骗,欺瞒,包庇,骗取
dyspeptic,不高兴的,…前,人造,灌木丛
insoluble,不溶解的,使受伤,主要,无线电通讯
mettle,勇气,人道主义,度量,斗志
disposal,清除,解渴,洗刷,消灭
diminish,变小,(成方)纪念日,更坏(差)地,页
crabbed,暴躁,虚伪,温和,开展
randomize,使随机化,联想,挤满,慢吞吞地
robust,健壮,年迈,年轻,纤弱
empyrean,天空,周围,一带,土地
atrophy,萎缩,起来,是,作为
dull,不鲜明的,脸色,大部分,颜料
corny,平淡无奇,顶尖,第一流,讨厌
miserly,吝啬,慷慨,不在乎,大方
disheveled,(指毛发或衣服)凌乱的,表达,(风等)怒吼,奋斗
steer,操舵,开车,总共,骑马
nestle,舒适地安顿,图书管理员,背诵,九十个
grindstone,磨刀石,刀子,圬,滤器
persevere,坚忍,胆大,胆小,猖狂
occurrence,事件,内政,不急之务,财经
ingredient,成分,毒素,营养,元素
decompose,(使)腐烂,进去,名片,两倍
purification,净化,眼花缭乱,肮脏,神经过敏
adjunct,附加物,申请书,地图,草案
gloomy,阴暗,迟暮,下雨,晴朗
mincing,做作,喘息,屏气,翘
understudy,充当...的替角,困难,紧张,利用
liberality,慷慨,吝啬,骄矜,谦虚
feign,假装,喘息,喘气,屏息
morose,阴郁,背包袱,忧虑,赌气
expertise,专技,乐谱,小队,永远
showpiece,陈列品,禁品,附件,物件
nil,无,电子学,休假,把…建立在
hippopotamus,河马,毒蛇,白花蛇,袋鼠
premise,前提,生态,必要条件,迹象
custody,监管,管理,经营,国营
lackey,卑躬屈膝者,征服者,浪子,酒鬼
licit,不禁止的,眼看,莫名其妙,可疑
calorimeter,热量计,伟大,列为…的一部分,短袜
prevail,战胜,解渴,消灭,杜绝
indiscriminate,不加选择,…界,卵形物,进入
preliterate,文字以前,(色彩)浓艳的,剔除,国家
brisk,敏捷,迟到,暮,为时过早
oblique,间接,顶风,照样,几乎
typhoon,台风,冰排,风,冰雹
petulant,性急,漂浮,文明,热忱
resort,求助于,摇,加汽油,意思
breach,缺口,海口,入口,门口
fortify,加强防卫,作曲,便帽,刺激
niggling,琐碎,投机,略去,鞭辟入里
evade,规避,顾忌,博得,得出
canter,(马)普通速度跑,智力,小冲突,邀请
temporary,短暂,不可磨灭,成年,临时
prance,昂首阔步,殿后,渐进,振兴
apostate,背教者,正义,无论何处,世人
scab,创口上所结的疤、痂,服从,到国外,间或
gastric,胃的,大肠,阑尾,心脏
bud,芽,步聚,有效的手段,不健康的
variance,不同,大同小异,相反,相当
elongate,延长,暴涨,缩短,压缩
muzzy,头脑糊涂,破的,申请,专家
wary,谨慎,仔细,节省,郑重
hurricane,飓风,雹子,和风,冰山
appellation,名称,核能,原子能,别称
trifling,微不足道,没关系,严重,其次
flock,羊群,羚羊,母牛,水牛
viola,中提琴,梆子,钢琴,长笛
rumble,发出低沉的隆隆声音,命令,所在地,也不
abrade,磨损,断开,崩裂,撕毁
telling,有效,暧昧,非法,官方
augment,增大,浸透,缩短,助长
bard,吟游诗人,(疾病)侵袭,大概,占用
indubitable,不容置疑,逼真,不错,影响
misrepresent,误传,笔误,百步穿杨,合理
extinction,消灭,横扫,解渴,洗刷
privilege,特权,任务,夫权,主权
metamorphosis,变形,驱散,掉换,转向
confer,讨论,辩解,雄辩,反驳
base,卑鄙,淫猥,浪漫,世俗
embellishment,装饰之物,歌剧(院),野兽,一
resilience,弹性,重要性,地区性,阴性
minatory,威胁,强制,勉强,逼债
unconvincing,不易令人信服的,无线,电话机,举动
acidity,酸味,粉红色,蓝色,动静
abate,减轻,涨价,衰减,高涨
rejuvenate,使返老还童,投稿,金字塔(形结构),毁坏
awkward,不便,俨然,蓬松,贫穷
harangue,［贬］长篇指责性演说,由暴力引起的,让步,终止
reproof,责斥,揭发,谴责,批评
conspicuous,显著,非官方,含糊,不动声色
overdose,(药物)过度剂量,咖啡茶,嗅觉,毛衣
debate,正式的辩论,辩证,雄辩,理论
trepidation,恐惧,大惊小怪,吃不来,懂事
invade,侵犯,麻醉,腐蚀,播弄
extremist,极端主义者,捆,完全,反面
xenophobia,仇外,强奸,引出,毒死
engulf,吞噬,侵略,性骚扰,围城
autocrat,独裁者,北洋军阀,恶魔,强暴
polish,把...擦光亮,十四,覆盖,流域
aseptic,无菌,肮脏,俨然,蓬松
recall,唤回,动员,提倡,责成
insensitive,感觉迟钝,人迹稀少,女神,特色
alms,施舍物,物件,遗物,禁品
firebrand,引起(社会或政治的)动乱的人,解除,家乡,景色
somnolent,思睡,皮子,层,反对
tumult,乱哄哄,紊乱,艰苦,贫困
elitism,精英论,一节,认出,实施
calumny,诽谤,讥诮,笔战,拍案叫绝
exemplary,可作楷模,经营,礼堂,新的
sacrifice,宰牲祭神,牵,观察者,痊愈
variegation,杂色,国立,国产,标准
pall,令人发腻,礼拜仪式,给予(某人)荣誉,抽签
sultry,(人)风骚的,冲刷,利益,考虑到
grueling,繁重而累人的,参加,一打,简要
conflagration,建筑物或森林大火,镀银,窥伺,一包(洗的衣物)
petrology,岩石学,谈话,(一套)衣服,(使)浸
overturn,翻倒,年老,米,抢劫
taxonomy,(动植物的)分类学,牛排,不接受,洗澡
veterinary,兽医,作者,护士,翻译
promiscuous,杂乱,整齐,肮脏,神经过敏
slither,(蛇)滑动,深的,摇,矿山
forgo,放弃,牵连,舍命,断送
temperate,自制,修补,制片,仿造
aorta,主动脉,血管,命脉,穴位
ferment,使发酵,这(那)个,隔开,泄露
detachment,分离,久违,三位一体,告别
defendant,被告,原告,审判长,目击者
epitome,典型,不像话,不凡,特殊
subvert,颠覆,高压,叛乱,夺取
apprentice,学徒,顾问,所有者,师傅
riotous,暴乱,骚动,政变,量变
convention,习俗,习惯,礼节,无礼
sprocket,链轮,钥匙,电子元件,辐条
flattery,奉承,放任,驯服,媾和
sprain,扭伤,愈合,好转,受伤
comely,动人,不得人心,紧张,讨厌
effete,虚弱,光辉,强有力,险峻
cadence,节奏,灰尘,低调,调式
half-baked,半生不熟,不快,老,锐利
flange,(火车车轮的)凸缘,正确无误,流畅,动作
meddle,干涉,介入,公认,了解
guru,(受尊敬的)教师或权威,认出,一步,完成
negligent,疏忽,一心一意,逼上梁山,尴尬
whittle,削(木头),接见,怀有,租给
plankton,浮游生物,植物,原子核,农作物
imperceptible,觉察不到,产量,课堂,给予
talisman,避邪物,长征,途径,陷阱
chipmunk,花栗鼠(像松鼠的美洲小动物),派遣,符号,加宽
piecemeal,一件一件,对称性,冰炭不相容,麻烦
persnickety,挑剔,寻开心,摆弄,刁难
monologue,个人长篇演说,消瘦,恶毒,停止营业
unique,惟一,一定,杰出,不同凡响
spectrum,范围,助长,堵塞,施加
encapsulate,压缩,补票,补发,裁军
spout,滔滔不绝地讲,奶油,事实,多么
modestly,谨慎,端庄,浪费,识相
numerology,数字命理学(通过数字算命),管理,十(个,往那儿
scrap,小片,赤黄色的,传说,摇摆
calipers,测径器,向前,因此,大受欢迎
dissect,解剖,扎针,注射,补液
calumniate,诽谤,争论,丑化,讥诮
yearn,盼望,预计,要求,渴望
patronage,赞助,补助,慰问,安抚
philistine,庸人,白痴,半吊子,废物
mnemonics,记忆法,监视(听)器,资本,出汗
fulsome,虚情假意,绪,心情,民意
quaint,离奇有趣,平稳,广告(画),合适
veil,遮蔽物,拖,解答(谜等),听力所及距离
tether,用绳或链拴住(牲畜),惩罚,南方,限度
vie,竞争,咒骂,谈论,责骂
ornithology,鸟类学,散发气味,最高点,危险
raillery,善意的嘲弄,守卫,借口,烤薄饼
hazard,危险,逼人,治安,危难
delicacy,细嫩,细小,不快,高昂
transplantation,移植,培土,栽培,播种
bemoan,为...悲伤,哀怨,引咎,厌倦
beet,甜菜,甘蔗,八角,白苏
containment,阻止,困扰,搅乱,激怒
hale,健壮,通红,雌雄,瘫软
carnival,狂欢节,春节,中秋节,端午节
diatribe,(口头或书面猛烈的)抨击,渴求,孤独,农村
logjam,浮木阻塞,航行,不平常的,暂停
strenuous,精力充沛,专门技能,卫星,创始人
urban,城市,码头,卫星城,犄角
hibernate,冬眠,安眠,口渴,嗷嗷待哺
irreverence,不敬,门状物,明显,篇
minuet,小步舞,意志坚强,落后于,迅速
aquatic,水生,孵化,活着,生长
cruelty,残暴,慈悲,刚直,善良
compartment,隔间,壁龛,蜂房,礼堂
tension,张力,笔力,压力,万有引力
hassle,激烈的辩论,思索,平方,图表
sanguine,乐观,听说,不羁,悲观
pore,毛孔,洞穴,裂缝,无缝
panegyric,颂词,玩笑,忠告,闲话
desalinize,除去盐分,人们,毒害,目的
reminder,提醒人记忆之物,喜欢争吵,仪器,表演
retainer,侍从,左右,老爷,雇主
aroma,芳香,臭味,斑驳,多姿多彩
distillation,蒸馏,镀金,镀锌,镀银
impassioned,慷慨激昂,沉默,不赞一词,激发
ostentatious,卖弄,编造,摆架子,摆阔
radius,半径,洋槐,对着,政治(学)
maraud,抢劫,绑架,不轨,断路
depose,免职,待业,得意,折磨
unscrupulous,肆无忌惮,伪托,标榜,挑衅
addendum,补充,增添,补遗,加长
dissimulate,隐藏、掩饰,宣布,尚可,向后
reagent,试剂(导致化学反应),家事(不可数),物体,精致
gamut,全音阶,铃(声),活动,天空
cuff,上手铐,文学,褐色,［
bellwether,领导者,董事长,克林顿,厂长
desirous,渴望,期待,向往,出乎预料
extortionist,强夺者,等待,发生,午夜
realign,重新组合(排列),简化,消耗,抚恤金
destruction,毁坏,折断,撕毁,皴裂
organism,生物,变温动物,原子核,动物
gyrate,旋转,簸荡,掉转,转来转去
sovereign,最高统治者,总书记,使节,林肯
gerrymander,(为使某政党在选举中取得优势)不公正地将(某地区)划成选区,外来,［,电子
productivity,生产力,耐力,动量矩,实力
fawn,未满周岁的小鹿,剧本,空白,第十一(个)
jury,陪审团,检察官,阿姨,班主任
cemetery,坟墓,柜台,神道,炮台
colloquy,(非正式的)交谈,答应,谈判,商讨
timorous,胆小,不灵,薄弱,坚决
extraordinary,不平常的,过于,接受,至少
wizardry,魔术,把戏,柔道,太极拳
exotic,来自异国,体重,安祥,…的人
shriek,尖叫,鸣叫,念,飞翔
aboriginal,原始居民,殖民,北京人,港人
disfigure,毁容,报应,复仇,以牙还牙
benevolent,善心,意思,敌意,本意
inadvertent,不注意的,小心,一心一意,困惑
contract,合同,操作,罄,用法
avert,避开,防水,收获,消防
ransom,赎回,索赔,赎罪,征收
faithfulness,忠实,转弯,听说,诚实
compass,界限,北回归线,半边,底线
composed,镇定,安稳,如饥似渴,对得起
bulk,大身躯,充满活力,进来,女士
nostalgia,怀旧之情,回程,迟,目标
dehydrate,除去水分,增加,收缩,助长
hyphen,连字号,一口,相反(的),分娩
seamstress,女裁缝,所有权,自从,发怒
tempest,暴风雨,喷泉,毛毛雨,雨滴
baron,贵族,公爵,公主,太子
wallow,(猪等)在泥水中打滚,盐,寝室,长时间
plague,讨厌的人或物,实得,因此,糟透
feat,功绩,政绩,贡献,大功
respective,个别,步步,独自,不得不
blockage,障碍物,介质,文物,原生质
transparent,透明,背阴,白纸黑字,朦胧
antiseptic,防腐,防止,消防,以免
substantive,独立存在,不,文学,窘境
exacerbate,加重,增进,削弱,安定
emasculate,削弱,增进,改进,毒化
enclosure,圈地,如雪一般地落下,张,取…的指纹
fillet,束发带,不飞,腰(部),非常
aloft,在空中,路线,划分,少量
synonymous,同义,同辈,不谋而合,同时
coloration,颜色,靛青,汽油,焦油
traverse,横穿过,抬头,掉头,骑车
despicable,可鄙,不足,可爱,广博
lag,落后,振兴,渐进,施行
trumpery,中看不中用的,英(美)喂,(业余)爱好,运动员
exponentially,指数,定额,发电量,一度
slice,薄片,芯片,洞窟,滚筒
tousle,弄乱(头发),连接,打印机,捕捉
brittle,声音尖利,下降,人迹稀少,筑巢
pedantic,书生气的,吸烟者,两个,刺激
defamatory,诽谤,讥诮,笔战,丑化
rapprochement,和好,驯服,说服,趋奉
compose,写,扛,缩写,爱抚
verve,(人)生机,竟然,牛肉,领域
banter,打趣,玩儿,摆弄,开心
excursive,离题,没有,无人,尽量
cringe,畏缩,杯弓蛇影,懂事,害怕
relent,减弱,赶紧,转运,安定
tributary,进贡(的),汗,电子学,实际上
pragmatic,实际,不如,固然,果然
artifact,人工制品,忠实性,第八(个),没有
demobilize,遣散(军人),脱氧,摆脱,退役
quash,镇压,放逐,没收,赦免
polygamy,一夫多妻制,惯常,小心,第二十
outrageous,无礼,葬礼,洗礼,风俗
assemble,集合,团圆,密集,汇集
cynic,愤世嫉俗者,现款,官员,粉碎
malaise,不适,危笃,得病,垂死
inclined,倾向于,猜忌,同意,拥戴
remunerate,报酬,版税,退休金,佣金
arbitrary,专横,封建,不平,独裁
quotidian,平凡,高级,轻而易举,艰难
lank,长而软的,控制板,安全场所,强烈
immunize,使免疫,小人物,野兽,修补
gargoyle,(雕刻成怪兽状的)滴水嘴,电影业,管理人,职务
idolatry,盲目崇拜,结算,报务员,摇
oppose,反对,亲信,克制,忍受
skirmish,小战,嚼烟,危(损)害,一次
succulent,多汁,学识,假日,通过…获得
subtlety,微妙(的感情),不利,这些人(东西),吸烟车(厢)
minaret,清真寺的尖塔,(坐立时)大腿的前部,煤,女人
fastidiousness,吹毛求疵,刁难,播弄,戏耍
utilize,利用,区别,挪用,判明
recreation,娱乐,欣赏,打牌,猜谜儿
interaction,相互作用(影响),位较高的,因,每年
replacement,代替,保送,出名,提名
